"WeekCountry";"FstDose";"SecDose"
"Liechtenstein2021-43";427.0;383.0
"Liechtenstein2021-44";361.0;378.0
"Liechtenstein2021-45";444.0;131.0
"Liechtenstein2021-46";128.0;72.0
"Liechtenstein2021-47";177.0;258.0
"Liechtenstein2021-48";153.0;298.0
"Liechtenstein2021-49";233.0;311.0
"Liechtenstein2021-50";262.0;237.0
"Liechtenstein2021-51";175.0;130.0
"Liechtenstein2021-52";14.0;38.0
"Liechtenstein2022-01";285.0;188.0
"Liechtenstein2022-02";114.0;314.0
"Liechtenstein2022-03";165.0;195.0
"Liechtenstein2022-04";45.0;31.0
"Liechtenstein2022-05";75.0;231.0
"Liechtenstein2022-06";30.0;126.0
"Liechtenstein2022-07";10.0;89.0
"Liechtenstein2022-08";6.0;76.0
"Liechtenstein2022-09";0.0;0.0
"Liechtenstein2022-10";11.0;55.0
"Liechtenstein2022-11";0.0;0.0
"Liechtenstein2022-12";6.0;15.0
"Liechtenstein2022-13";0.0;0.0
"Liechtenstein2022-14";0.0;0.0
"Liechtenstein2022-15";10.0;9.0
"Liechtenstein2022-16";0.0;0.0
"Liechtenstein2022-17";3.0;3.0
"Liechtenstein2022-18";0.0;0.0
"Liechtenstein2022-19";4.0;4.0
"Liechtenstein2022-20";0.0;0.0
"Liechtenstein2022-21";9.0;6.0
"Liechtenstein2022-22";0.0;0.0
"Liechtenstein2022-23";6.0;8.0
"Liechtenstein2022-24";2.0;0.0
"Liechtenstein2022-25";2.0;10.0
"Liechtenstein2022-26";0.0;0.0
"Liechtenstein2022-27";6.0;12.0
"Liechtenstein2022-28";0.0;0.0
"Liechtenstein2022-29";6.0;18.0
"Liechtenstein2022-30";2.0;1.0
"Liechtenstein2022-31";0.0;4.0
"Liechtenstein2022-32";0.0;0.0
"Liechtenstein2022-33";0.0;0.0
"Liechtenstein2022-34";4.0;8.0
"Liechtenstein2022-35";0.0;0.0
"Liechtenstein2022-36";0.0;0.0
"Liechtenstein2022-37";0.0;4.0
"Liechtenstein2022-38";0.0;0.0
"Liechtenstein2022-39";2.0;5.0
"Liechtenstein2022-40";0.0;0.0
"Liechtenstein2022-41";2.0;2.0
"Liechtenstein2022-42";2.0;0.0
"Liechtenstein2022-43";0.0;2.0
"Liechtenstein2022-44";0.0;0.0
"Liechtenstein2022-45";1.0;2.0
"Liechtenstein2022-46";0.0;0.0
"Liechtenstein2022-47";2.0;2.0
"Liechtenstein2022-48";0.0;0.0
"Liechtenstein2022-49";0.0;0.0
"Liechtenstein2022-50";0.0;0.0
"Liechtenstein2022-51";0.0;0.0
"Liechtenstein2022-52";0.0;0.0
"Liechtenstein2023-01";0.0;0.0
"Liechtenstein2023-02";0.0;0.0
"Liechtenstein2023-03";0.0;0.0
"Liechtenstein2023-04";4.0;2.0
"Liechtenstein2023-05";0.0;0.0
"Liechtenstein2023-06";0.0;0.0
"Liechtenstein2023-07";0.0;0.0
"Liechtenstein2023-08";0.0;0.0
"Liechtenstein2023-09";0.0;0.0
"Liechtenstein2023-10";2.0;2.0
"Liechtenstein2023-11";0.0;0.0
"Liechtenstein2023-12";0.0;0.0
"Liechtenstein2023-13";0.0;0.0
"Liechtenstein2023-14";2.0;3.0
"Liechtenstein2023-15";0.0;0.0
"Liechtenstein2023-16";0.0;0.0
"Liechtenstein2023-17";0.0;0.0
"Liechtenstein2023-18";0.0;2.0
"Liechtenstein2023-19";0.0;0.0
"Liechtenstein2023-20";0.0;0.0
"Liechtenstein2023-21";0.0;0.0
"Liechtenstein2023-22";0.0;0.0
"Liechtenstein2023-23";0.0;0.0
"Liechtenstein2023-24";0.0;0.0
"Liechtenstein2023-25";0.0;0.0
"Liechtenstein2023-26";0.0;0.0
"Liechtenstein2023-27";0.0;0.0
"Liechtenstein2023-28";0.0;0.0
"Liechtenstein2023-29";0.0;0.0
"Liechtenstein2023-30";0.0;0.0
"Liechtenstein2023-31";0.0;0.0
"Liechtenstein2023-32";0.0;0.0
"Liechtenstein2023-33";0.0;0.0
"Liechtenstein2023-34";0.0;0.0
"Liechtenstein2023-35";0.0;0.0
"Liechtenstein2023-36";0.0;0.0
"Liechtenstein2023-37";0.0;0.0
"Liechtenstein2023-38";0.0;0.0
"Liechtenstein2023-39";0.0;0.0
"Lithuania2020-52";7266.0;0.0
"Lithuania2020-53";21984.0;0.0
"Lithuania2021-01";41451.0;0.0
"Lithuania2021-02";83232.0;2967.0
"Lithuania2021-03";24348.0;23760.0
"Lithuania2021-04";39075.0;38097.0
"Lithuania2021-05";20442.0;71772.0
"Lithuania2021-06";61170.0;23928.0
"Lithuania2021-07";69777.0;38811.0
"Lithuania2021-08";130347.0;16590.0
"Lithuania2021-09";138171.0;39123.0
"Lithuania2021-10";131358.0;40791.0
"Lithuania2021-11";64650.0;77331.0
"Lithuania2021-12";148009.0;78834.0
"Lithuania2021-13";194932.0;77577.0
"Lithuania2021-14";288016.0;39033.0
"Lithuania2021-15";241314.0;60886.0
"Lithuania2021-16";198132.0;112419.0
"Lithuania2021-17";185110.0;179424.0
"Lithuania2021-18";265900.0;235872.0
"Lithuania2021-19";259693.0;176091.0
"Lithuania2021-20";204621.0;212217.0
"Lithuania2021-21";225201.0;184180.0
"Lithuania2021-22";301827.0;266988.0
"Lithuania2021-23";172373.0;229752.0
"Lithuania2021-24";109797.0;295029.0
"Lithuania2021-25";58534.0;309708.0
"Lithuania2021-26";76837.0;257103.0
"Lithuania2021-27";70585.0;138658.0
"Lithuania2021-28";82339.0;92265.0
"Lithuania2021-29";143353.0;77520.0
"Lithuania2021-30";187653.0;95646.0
"Lithuania2021-31";224543.0;77803.0
"Lithuania2021-32";194931.0;102921.0
"Lithuania2021-33";162154.0;154184.0
"Lithuania2021-34";118820.0;129366.0
"Lithuania2021-35";82753.0;106007.0
"Lithuania2021-36";66995.0;90812.0
"Lithuania2021-37";61522.0;74598.0
"Lithuania2021-38";51934.0;59002.0
"Lithuania2021-39";47400.0;53677.0
"Lithuania2021-40";40911.0;48001.0
"Lithuania2021-41";40522.0;35603.0
"Lithuania2021-42";45516.0;26432.0
"Lithuania2021-43";49778.0;23614.0
"Lithuania2021-44";35186.0;19030.0
"Lithuania2021-45";44896.0;23004.0
"Lithuania2021-46";41801.0;27357.0
"Lithuania2021-47";39518.0;23889.0
"Lithuania2021-48";39502.0;29971.0
"Lithuania2021-49";33894.0;28155.0
"Lithuania2021-50";34460.0;26448.0
"Lithuania2021-51";22794.0;21570.0
"Lithuania2021-52";24127.0;25794.0
"Lithuania2022-01";30202.0;36583.0
"Lithuania2022-02";21063.0;29868.0
"Lithuania2022-03";12088.0;27651.0
"Lithuania2022-04";9232.0;24168.0
"Lithuania2022-05";5478.0;15558.0
"Lithuania2022-06";2898.0;9510.0
"Lithuania2022-07";2154.0;7134.0
"Lithuania2022-08";1949.0;5544.0
"Lithuania2022-09";1707.0;3409.0
"Lithuania2022-10";1308.0;2373.0
"Lithuania2022-11";1908.0;2763.0
"Lithuania2022-12";1501.0;2133.0
"Lithuania2022-13";1578.0;2145.0
"Lithuania2022-14";1476.0;2268.0
"Lithuania2022-15";1308.0;1875.0
"Lithuania2022-16";1251.0;1839.0
"Lithuania2022-17";1152.0;1716.0
"Lithuania2022-18";912.0;1614.0
"Lithuania2022-19";810.0;1128.0
"Lithuania2022-20";723.0;1185.0
"Lithuania2022-21";753.0;1002.0
"Lithuania2022-22";612.0;930.0
"Lithuania2022-23";486.0;963.0
"Lithuania2022-24";396.0;594.0
"Lithuania2022-25";357.0;501.0
"Lithuania2022-26";315.0;501.0
"Lithuania2022-27";357.0;429.0
"Lithuania2022-28";786.0;699.0
"Lithuania2022-29";768.0;576.0
"Lithuania2022-30";814.0;453.0
"Lithuania2022-31";888.0;744.0
"Lithuania2022-32";795.0;660.0
"Lithuania2022-33";741.0;771.0
"Lithuania2022-34";594.0;735.0
"Lithuania2022-35";596.0;713.0
"Lithuania2022-36";658.0;642.0
"Lithuania2022-37";583.0;582.0
"Lithuania2022-38";519.0;465.0
"Lithuania2022-39";519.0;519.0
"Lithuania2022-40";282.0;537.0
"Lithuania2022-41";372.0;498.0
"Lithuania2022-42";388.0;476.0
"Lithuania2022-43";303.0;366.0
"Lithuania2022-44";207.0;270.0
"Lithuania2022-45";303.0;438.0
"Lithuania2022-46";276.0;297.0
"Lithuania2022-47";303.0;291.0
"Lithuania2022-48";174.0;270.0
"Lithuania2022-49";252.0;246.0
"Lithuania2022-50";174.0;213.0
"Lithuania2022-51";165.0;153.0
"Lithuania2022-52";84.0;189.0
"Lithuania2023-01";153.0;153.0
"Lithuania2023-02";231.0;159.0
"Lithuania2023-03";180.0;117.0
"Lithuania2023-04";153.0;117.0
"Lithuania2023-05";159.0;123.0
"Lithuania2023-06";216.0;138.0
"Lithuania2023-07";90.0;90.0
"Lithuania2023-08";171.0;102.0
"Lithuania2023-09";102.0;147.0
"Lithuania2023-10";90.0;93.0
"Lithuania2023-11";63.0;144.0
"Lithuania2023-12";132.0;105.0
"Lithuania2023-13";78.0;81.0
"Lithuania2023-14";42.0;63.0
"Lithuania2023-15";69.0;78.0
"Lithuania2023-16";81.0;102.0
"Lithuania2023-17";39.0;84.0
"Lithuania2023-18";21.0;51.0
"Lithuania2023-19";42.0;48.0
"Lithuania2023-20";115.0;144.0
"Lithuania2023-21";9.0;18.0
"Lithuania2023-22";15.0;6.0
"Lithuania2023-23";6.0;24.0
"Lithuania2023-24";6.0;27.0
"Lithuania2023-25";15.0;3.0
"Lithuania2023-26";9.0;6.0
"Lithuania2023-27";3.0;0.0
"Lithuania2023-28";6.0;0.0
"Lithuania2023-29";6.0;0.0
"Lithuania2023-30";9.0;0.0
"Lithuania2023-31";0.0;0.0
"Lithuania2023-32";3.0;0.0
"Lithuania2023-33";0.0;6.0
"Lithuania2023-34";0.0;0.0
"Lithuania2023-35";0.0;0.0
"Lithuania2023-36";6.0;0.0
"Lithuania2023-37";1.0;2.0
"Lithuania2023-38";3.0;3.0
"Lithuania2023-39";0.0;6.0
"Luxembourg2020-52";0.0;0.0
"Luxembourg2020-53";2593.0;0.0
"Luxembourg2021-01";1329.0;0.0
"Luxembourg2021-02";4681.0;0.0
"Luxembourg2021-03";5162.0;2577.0
"Luxembourg2021-04";8344.0;1274.0
"Luxembourg2021-05";6778.0;4576.0
"Luxembourg2021-06";6730.0;3641.0
"Luxembourg2021-07";12343.0;3646.0
"Luxembourg2021-08";6932.0;6234.0
"Luxembourg2021-09";10764.0;7101.0
"Luxembourg2021-10";21693.0;2798.0
"Luxembourg2021-11";25660.0;6217.0
"Luxembourg2021-12";18695.0;5444.0
"Luxembourg2021-13";30050.0;8311.0
"Luxembourg2021-14";29910.0;18896.0
"Luxembourg2021-15";43997.0;23423.0
"Luxembourg2021-16";24808.0;4751.0
"Luxembourg2021-17";35448.0;6642.0
"Luxembourg2021-18";52807.0;27651.0
"Luxembourg2021-19";48586.0;38114.0
"Luxembourg2021-20";42442.0;26939.0
"Luxembourg2021-21";13876.0;37060.0
"Luxembourg2021-22";44989.0;42021.0
"Luxembourg2021-23";34007.0;64950.0
"Luxembourg2021-24";49654.0;37228.0
"Luxembourg2021-25";70127.0;16783.0
"Luxembourg2021-26";42545.0;55672.0
"Luxembourg2021-27";33711.0;32177.0
"Luxembourg2021-28";20161.0;49295.0
"Luxembourg2021-29";8390.0;50811.0
"Luxembourg2021-30";6933.0;43993.0
"Luxembourg2021-31";6239.0;31320.0
"Luxembourg2021-32";5063.0;14878.0
"Luxembourg2021-33";5917.0;7801.0
"Luxembourg2021-34";5343.0;6594.0
"Luxembourg2021-35";5339.0;6104.0
"Luxembourg2021-36";5956.0;4603.0
"Luxembourg2021-37";4900.0;4205.0
"Luxembourg2021-38";4104.0;4407.0
"Luxembourg2021-39";3520.0;4315.0
"Luxembourg2021-40";3491.0;4388.0
"Luxembourg2021-41";5513.0;3789.0
"Luxembourg2021-42";8160.0;3427.0
"Luxembourg2021-43";8169.0;2848.0
"Luxembourg2021-44";6821.0;2807.0
"Luxembourg2021-45";6051.0;4552.0
"Luxembourg2021-46";5208.0;6820.0
"Luxembourg2021-47";4140.0;7320.0
"Luxembourg2021-48";6627.0;6232.0
"Luxembourg2021-49";8671.0;5737.0
"Luxembourg2021-50";7737.0;5229.0
"Luxembourg2021-51";4976.0;3379.0
"Luxembourg2021-52";4485.0;4366.0
"Luxembourg2022-01";5636.0;8889.0
"Luxembourg2022-02";5854.0;7928.0
"Luxembourg2022-03";3075.0;5225.0
"Luxembourg2022-04";1980.0;4000.0
"Luxembourg2022-05";1322.0;4379.0
"Luxembourg2022-06";1115.0;4357.0
"Luxembourg2022-07";1082.0;2283.0
"Luxembourg2022-08";653.0;2038.0
"Luxembourg2022-09";621.0;1363.0
"Luxembourg2022-10";327.0;1072.0
"Luxembourg2022-11";196.0;949.0
"Luxembourg2022-12";198.0;567.0
"Luxembourg2022-13";142.0;580.0
"Luxembourg2022-14";155.0;353.0
"Luxembourg2022-15";117.0;242.0
"Luxembourg2022-16";88.0;195.0
"Luxembourg2022-17";77.0;205.0
"Luxembourg2022-18";87.0;187.0
"Luxembourg2022-19";94.0;145.0
"Luxembourg2022-20";114.0;161.0
"Luxembourg2022-21";104.0;98.0
"Luxembourg2022-22";118.0;148.0
"Luxembourg2022-23";110.0;126.0
"Luxembourg2022-24";101.0;132.0
"Luxembourg2022-25";78.0;131.0
"Luxembourg2022-26";105.0;179.0
"Luxembourg2022-27";70.0;119.0
"Luxembourg2022-28";83.0;142.0
"Luxembourg2022-29";62.0;113.0
"Luxembourg2022-30";64.0;100.0
"Luxembourg2022-31";26.0;81.0
"Luxembourg2022-32";49.0;81.0
"Luxembourg2022-33";32.0;44.0
"Luxembourg2022-34";33.0;54.0
"Luxembourg2022-35";28.0;39.0
"Luxembourg2022-36";56.0;26.0
"Luxembourg2022-37";39.0;45.0
"Luxembourg2022-38";31.0;42.0
"Luxembourg2022-39";28.0;43.0
"Luxembourg2022-40";18.0;49.0
"Luxembourg2022-41";32.0;56.0
"Luxembourg2022-42";27.0;34.0
"Luxembourg2022-43";47.0;23.0
"Luxembourg2022-44";40.0;27.0
"Luxembourg2022-45";16.0;30.0
"Luxembourg2022-46";21.0;39.0
"Luxembourg2022-47";32.0;27.0
"Luxembourg2022-48";13.0;27.0
"Luxembourg2022-49";8.0;19.0
"Luxembourg2022-50";20.0;13.0
"Luxembourg2022-51";22.0;18.0
"Luxembourg2022-52";0.0;2.0
"Luxembourg2023-01";9.0;20.0
"Luxembourg2023-02";15.0;25.0
"Luxembourg2023-03";14.0;0.0
"Luxembourg2023-04";15.0;8.0
"Luxembourg2023-05";6.0;7.0
"Luxembourg2023-06";3.0;16.0
"Luxembourg2023-07";2.0;4.0
"Luxembourg2023-08";5.0;11.0
"Luxembourg2023-09";3.0;7.0
"Luxembourg2023-10";4.0;5.0
"Luxembourg2023-11";6.0;10.0
"Luxembourg2023-12";11.0;4.0
"Luxembourg2023-13";2.0;5.0
"Luxembourg2023-14";0.0;0.0
"Luxembourg2023-15";6.0;7.0
"Luxembourg2023-16";6.0;6.0
"Luxembourg2023-17";0.0;8.0
"Luxembourg2023-18";0.0;2.0
"Luxembourg2023-19";5.0;4.0
"Luxembourg2023-20";0.0;6.0
"Luxembourg2023-21";0.0;0.0
"Luxembourg2023-22";4.0;2.0
"Luxembourg2023-23";2.0;2.0
"Luxembourg2023-24";5.0;5.0
"Luxembourg2023-25";1.0;2.0
"Luxembourg2023-26";0.0;0.0
"Luxembourg2023-27";2.0;5.0
"Luxembourg2023-28";0.0;2.0
"Luxembourg2023-29";4.0;1.0
"Luxembourg2023-30";8.0;2.0
"Luxembourg2023-31";1.0;6.0
"Luxembourg2023-32";0.0;0.0
"Luxembourg2023-33";0.0;0.0
"Luxembourg2023-34";2.0;2.0
"Luxembourg2023-35";2.0;4.0
"Luxembourg2023-36";0.0;0.0
"Luxembourg2023-37";0.0;0.0
"Luxembourg2023-38";0.0;2.0
"Luxembourg2023-39";4.0;2.0
"Malta2020-52";114.0;0.0
"Malta2020-53";2962.0;14.0
"Malta2021-01";8200.0;12.0
"Malta2021-02";16370.0;150.0
"Malta2021-03";15847.0;4269.0
"Malta2021-04";11525.0;8182.0
"Malta2021-05";14204.0;15142.0
"Malta2021-06";13506.0;12440.0
"Malta2021-07";23130.0;11197.0
"Malta2021-08";37678.0;14030.0
"Malta2021-09";41407.0;12190.0
"Malta2021-10";45333.0;12453.0
"Malta2021-11";40504.0;14218.0
"Malta2021-12";45485.0;12063.0
"Malta2021-13";43687.0;15586.0
"Malta2021-14";35472.0;23714.0
"Malta2021-15";35362.0;36620.0
"Malta2021-16";43156.0;34573.0
"Malta2021-17";47123.0;19740.0
"Malta2021-18";60806.0;17928.0
"Malta2021-19";49236.0;48956.0
"Malta2021-20";35566.0;69595.0
"Malta2021-21";20564.0;69542.0
"Malta2021-22";16996.0;45688.0
"Malta2021-23";21726.0;46790.0
"Malta2021-24";12206.0;40167.0
"Malta2021-25";3378.0;39746.0
"Malta2021-26";9190.0;45734.0
"Malta2021-27";11601.0;22158.0
"Malta2021-28";17254.0;7058.0
"Malta2021-29";15318.0;12262.0
"Malta2021-30";11017.0;10584.0
"Malta2021-31";7272.0;13815.0
"Malta2021-32";4540.0;7836.0
"Malta2021-33";4019.0;4262.0
"Malta2021-34";2959.0;1414.0
"Malta2021-35";2166.0;964.0
"Malta2021-36";912.0;1417.0
"Malta2021-37";2191.0;2290.0
"Malta2021-38";2519.0;3182.0
"Malta2021-39";1847.0;2145.0
"Malta2021-40";1983.0;2086.0
"Malta2021-41";1263.0;1651.0
"Malta2021-42";1037.0;1352.0
"Malta2021-43";1303.0;1945.0
"Malta2021-44";1502.0;1433.0
"Malta2021-45";1423.0;1347.0
"Malta2021-46";1621.0;1022.0
"Malta2021-47";1150.0;899.0
"Malta2021-48";1069.0;1506.0
"Malta2021-49";1050.0;1567.0
"Malta2021-50";1001.0;1129.0
"Malta2021-51";2510.0;678.0
"Malta2021-52";4598.0;872.0
"Malta2022-01";5518.0;866.0
"Malta2022-02";5953.0;2346.0
"Malta2022-03";3882.0;4135.0
"Malta2022-04";1786.0;4940.0
"Malta2022-05";765.0;2895.0
"Malta2022-06";833.0;3028.0
"Malta2022-07";618.0;2307.0
"Malta2022-08";459.0;1112.0
"Malta2022-09";315.0;693.0
"Malta2022-10";216.0;502.0
"Malta2022-11";214.0;362.0
"Malta2022-12";148.0;326.0
"Malta2022-13";171.0;329.0
"Malta2022-14";166.0;259.0
"Malta2022-15";122.0;190.0
"Malta2022-16";144.0;176.0
"Malta2022-17";78.0;238.0
"Malta2022-18";89.0;170.0
"Malta2022-19";41.0;111.0
"Malta2022-20";57.0;86.0
"Malta2022-21";55.0;55.0
"Malta2022-22";36.0;82.0
"Malta2022-23";51.0;90.0
"Malta2022-24";24.0;56.0
"Malta2022-25";52.0;79.0
"Malta2022-26";56.0;59.0
"Malta2022-27";69.0;51.0
"Malta2022-28";74.0;59.0
"Malta2022-29";24.0;7.0
"Malta2022-30";39.0;63.0
"Malta2022-31";34.0;65.0
"Malta2022-32";26.0;23.0
"Malta2022-33";10.0;25.0
"Malta2022-34";36.0;33.0
"Malta2022-35";17.0;18.0
"Malta2022-36";19.0;19.0
"Malta2022-37";12.0;31.0
"Malta2022-38";10.0;31.0
"Malta2022-39";22.0;15.0
"Malta2022-40";22.0;15.0
"Malta2022-41";0.0;2.0
"Malta2022-42";22.0;0.0
"Malta2022-43";10.0;0.0
"Malta2022-44";6.0;14.0
"Malta2022-45";2.0;13.0
"Malta2022-46";2.0;0.0
"Malta2022-47";2.0;4.0
"Malta2022-48";0.0;1.0
"Malta2022-49";2.0;2.0
"Malta2022-50";22.0;4.0
"Malta2022-51";14.0;3.0
"Malta2022-52";5.0;4.0
"Malta2023-01";6.0;2.0
"Malta2023-02";10.0;2.0
"Malta2023-03";2.0;6.0
"Malta2023-04";11.0;5.0
"Malta2023-05";5.0;12.0
"Malta2023-06";0.0;2.0
"Malta2023-07";10.0;14.0
"Malta2023-08";4.0;0.0
"Malta2023-09";3.0;2.0
"Malta2023-10";0.0;0.0
"Malta2023-11";0.0;0.0
"Malta2023-12";3.0;0.0
"Malta2023-13";0.0;4.0
"Malta2023-14";2.0;0.0
"Malta2023-15";0.0;2.0
"Malta2023-16";0.0;0.0
"Malta2023-17";0.0;4.0
"Malta2023-18";2.0;1.0
"Malta2023-19";1.0;0.0
"Malta2023-20";0.0;2.0
"Malta2023-21";0.0;0.0
"Malta2023-22";0.0;0.0
"Malta2023-23";0.0;0.0
"Malta2023-24";4.0;0.0
"Malta2023-25";0.0;0.0
"Malta2023-26";0.0;0.0
"Malta2023-27";2.0;0.0
"Malta2023-28";0.0;0.0
"Malta2023-29";0.0;0.0
"Malta2023-30";2.0;1.0
"Malta2023-31";0.0;1.0
"Malta2023-32";4.0;0.0
"Malta2023-33";0.0;0.0
"Malta2023-34";2.0;3.0
"Malta2023-35";4.0;0.0
"Netherlands2020-52";0.0;0.0
"Netherlands2020-53";46.0;0.0
"Netherlands2021-01";69304.0;0.0
"Netherlands2021-02";83984.0;0.0
"Netherlands2021-03";171888.0;2.0
"Netherlands2021-04";241539.0;40126.0
"Netherlands2021-05";268271.0;83040.0
"Netherlands2021-06";209838.0;163294.0
"Netherlands2021-07";281674.0;135354.0
"Netherlands2021-08";421721.0;152974.0
"Netherlands2021-09";360450.0;107543.0
"Netherlands2021-10";326465.0;130469.0
"Netherlands2021-11";169402.0;198354.0
"Netherlands2021-12";331406.0;171402.0
"Netherlands2021-13";603418.0;202611.0
"Netherlands2021-14";703023.0;217756.0
"Netherlands2021-15";1214882.0;168731.0
"Netherlands2021-16";1091582.0;210470.0
"Netherlands2021-17";1118149.0;170416.0
"Netherlands2021-18";1001154.0;458140.0
"Netherlands2021-19";1211991.0;566550.0
"Netherlands2021-20";1168725.0;910350.0
"Netherlands2021-21";1019491.0;945028.0
"Netherlands2021-22";1165242.0;999690.0
"Netherlands2021-23";2001132.0;1022032.0
"Netherlands2021-24";1434927.0;1254446.0
"Netherlands2021-25";1579067.0;1258687.0
"Netherlands2021-26";1830425.0;1122025.0
"Netherlands2021-27";1571364.0;995340.0
"Netherlands2021-28";391113.0;1842812.0
"Netherlands2021-29";302982.0;1349942.0
"Netherlands2021-30";241256.0;1285881.0
"Netherlands2021-31";147588.0;1421974.0
"Netherlands2021-32";124656.0;1206498.0
"Netherlands2021-33";117495.0;384785.0
"Netherlands2021-34";103974.0;318156.0
"Netherlands2021-35";81970.0;230497.0
"Netherlands2021-36";76668.0;129685.0
"Netherlands2021-37";117444.0;133006.0
"Netherlands2021-38";109243.0;116109.0
"Netherlands2021-39";101068.0;95365.0
"Netherlands2021-40";73100.0;97822.0
"Netherlands2021-41";54423.0;94047.0
"Netherlands2021-42";57951.0;84873.0
"Netherlands2021-43";75279.0;84097.0
"Netherlands2021-44";124137.0;69725.0
"Netherlands2021-45";114748.0;72531.0
"Netherlands2021-46";83403.0;77567.0
"Netherlands2021-47";55381.0;105448.0
"Netherlands2021-48";41794.0;102327.0
"Netherlands2021-49";31076.0;98073.0
"Netherlands2021-50";25869.0;79650.0
"Netherlands2021-51";15652.0;49131.0
"Netherlands2021-52";14754.0;42967.0
"Netherlands2022-01";22085.0;44379.0
"Netherlands2022-02";17737.0;34842.0
"Netherlands2022-03";27085.0;26987.0
"Netherlands2022-04";48624.0;24505.0
"Netherlands2022-05";21914.0;20851.0
"Netherlands2022-06";11466.0;15621.0
"Netherlands2022-07";4774.0;8493.0
"Netherlands2022-08";3275.0;6346.0
"Netherlands2022-09";2506.0;4808.0
"Netherlands2022-10";2180.0;3788.0
"Netherlands2022-11";2736.0;5937.0
"Netherlands2022-12";2577.0;16475.0
"Netherlands2022-13";2237.0;10199.0
"Netherlands2022-14";2145.0;6281.0
"Netherlands2022-15";2149.0;3944.0
"Netherlands2022-16";2062.0;3023.0
"Netherlands2022-17";1871.0;2216.0
"Netherlands2022-18";2313.0;2330.0
"Netherlands2022-19";2338.0;2051.0
"Netherlands2022-20";2621.0;2170.0
"Netherlands2022-21";2392.0;2092.0
"Netherlands2022-22";2230.0;2324.0
"Netherlands2022-23";1792.0;2151.0
"Netherlands2022-24";2138.0;2677.0
"Netherlands2022-25";2543.0;3162.0
"Netherlands2022-26";2171.0;2940.0
"Netherlands2022-27";2076.0;2778.0
"Netherlands2022-28";1745.0;2444.0
"Netherlands2022-29";1352.0;1684.0
"Netherlands2022-30";1199.0;1662.0
"Netherlands2022-31";920.0;1104.0
"Netherlands2022-32";884.0;887.0
"Netherlands2022-33";876.0;971.0
"Netherlands2022-34";981.0;847.0
"Netherlands2022-35";793.0;800.0
"Netherlands2022-36";1027.0;1162.0
"Netherlands2022-37";787.0;880.0
"Netherlands2022-38";457.0;471.0
"Netherlands2022-39";672.0;535.0
"Netherlands2022-40";715.0;553.0
"Netherlands2022-41";789.0;414.0
"Netherlands2022-42";837.0;418.0
"Netherlands2022-43";886.0;410.0
"Netherlands2022-44";827.0;374.0
"Netherlands2022-45";716.0;393.0
"Netherlands2022-46";645.0;384.0
"Netherlands2022-47";527.0;307.0
"Netherlands2022-48";463.0;385.0
"Netherlands2022-49";454.0;341.0
"Netherlands2022-50";353.0;278.0
"Netherlands2022-51";361.0;223.0
"Netherlands2022-52";309.0;189.0
"Netherlands2023-01";448.0;230.0
"Netherlands2023-02";515.0;239.0
"Netherlands2023-03";452.0;222.0
"Netherlands2023-04";369.0;326.0
"Netherlands2023-05";345.0;307.0
"Netherlands2023-06";357.0;284.0
"Netherlands2023-07";318.0;216.0
"Netherlands2023-08";356.0;206.0
"Netherlands2023-09";305.0;231.0
"Netherlands2023-10";338.0;247.0
"Netherlands2023-11";315.0;245.0
"Netherlands2023-12";263.0;222.0
"Netherlands2023-13";215.0;227.0
"Netherlands2023-14";259.0;174.0
"Netherlands2023-15";213.0;220.0
"Netherlands2023-16";230.0;121.0
"Netherlands2023-17";241.0;139.0
"Netherlands2023-18";145.0;73.0
"Netherlands2023-19";99.0;112.0
"Netherlands2023-20";140.0;80.0
"Netherlands2023-21";145.0;80.0
"Netherlands2023-22";150.0;55.0
"Netherlands2023-23";153.0;73.0
"Netherlands2023-24";52.0;75.0
"Netherlands2023-25";35.0;46.0
"Netherlands2023-26";25.0;39.0
"Netherlands2023-27";4.0;23.0
"Netherlands2023-28";31.0;13.0
"Netherlands2023-29";15.0;23.0
"Netherlands2023-30";12.0;9.0
"Netherlands2023-31";15.0;17.0
"Netherlands2023-32";10.0;10.0
"Netherlands2023-33";5.0;5.0
"Netherlands2023-34";10.0;10.0
"Netherlands2023-35";11.0;6.0
"Netherlands2023-36";26.0;8.0
"Netherlands2023-37";11.0;7.0
"Netherlands2023-38";2.0;6.0
"Netherlands2023-39";2.0;5.0
"Poland2020-52";12570.0;0.0
"Poland2020-53";269414.0;12.0
"Poland2021-01";837810.0;112.0
"Poland2021-02";1350734.0;3576.0
"Poland2021-03";868006.0;259142.0
"Poland2021-04";1352562.0;806784.0
"Poland2021-05";997192.0;1263196.0
"Poland2021-06";1129886.0;897476.0
"Poland2021-07";1251118.0;1231810.0
"Poland2021-08";1467864.0;1063818.0
"Poland2021-09";1592214.0;1001418.0
"Poland2021-10";1517360.0;709582.0
"Poland2021-11";1287862.0;724474.0
"Poland2021-12";2676646.0;850382.0
"Poland2021-13";2859130.0;329644.0
"Poland2021-14";4029280.0;129840.0
"Poland2021-15";4073878.0;763186.0
"Poland2021-16";4600064.0;1144256.0
"Poland2021-17";5096680.0;1616370.0
"Poland2021-18";5177068.0;2170722.0
"Poland2021-19";5210582.0;3353000.0
"Poland2021-20";4644526.0;3496520.0
"Poland2021-21";3439206.0;4351340.0
"Poland2021-22";3811654.0;5057250.0
