"WeekCountry";"FstDose";"SecDose"
"Czech Republic2021-06";73636.0;182633.0
"Czech Republic2021-07";121871.0;109863.0
"Czech Republic2021-08";177180.0;74696.0
"Czech Republic2021-09";354844.0;55451.0
"Czech Republic2021-10";465449.0;89296.0
"Czech Republic2021-11";422064.0;137606.0
"Czech Republic2021-12";300748.0;192114.0
"Czech Republic2021-13";220785.0;289378.0
"Czech Republic2021-14";301290.0;310837.0
"Czech Republic2021-15";486204.0;306096.0
"Czech Republic2021-16";559130.0;179286.0
"Czech Republic2021-17";661260.0;124747.0
"Czech Republic2021-18";852454.0;80096.0
"Czech Republic2021-19";913191.0;82452.0
"Czech Republic2021-20";852180.0;219976.0
"Czech Republic2021-21";690751.0;463838.0
"Czech Republic2021-22";727610.0;596090.0
"Czech Republic2021-23";704671.0;694346.0
"Czech Republic2021-24";508280.0;876399.0
"Czech Republic2021-25";379533.0;964372.0
"Czech Republic2021-26";304415.0;980457.0
"Czech Republic2021-27";224524.0;644863.0
"Czech Republic2021-28";310931.0;799658.0
"Czech Republic2021-29";257921.0;698812.0
"Czech Republic2021-30";258117.0;489360.0
"Czech Republic2021-31";191976.0;429572.0
"Czech Republic2021-32";129021.0;430890.0
"Czech Republic2021-33";110879.0;385027.0
"Czech Republic2021-34";107483.0;311363.0
"Czech Republic2021-35";86195.0;162788.0
"Czech Republic2021-36";68102.0;103950.0
"Czech Republic2021-37";62058.0;84333.0
"Czech Republic2021-38";51539.0;68271.0
"Czech Republic2021-39";37688.0;55583.0
"Czech Republic2021-40";40581.0;49885.0
"Czech Republic2021-41";42631.0;41385.0
"Czech Republic2021-42";75410.0;31499.0
"Czech Republic2021-43";128295.0;29033.0
"Czech Republic2021-44";201980.0;37199.0
"Czech Republic2021-45";185283.0;49727.0
"Czech Republic2021-46";195326.0;77836.0
"Czech Republic2021-47";219215.0;130822.0
"Czech Republic2021-48";135225.0;123625.0
"Czech Republic2021-49";83719.0;132392.0
"Czech Republic2021-50";77933.0;158545.0
"Czech Republic2021-51";41649.0;89111.0
"Czech Republic2021-52";38877.0;66895.0
"Czech Republic2022-01";67074.0;94513.0
"Czech Republic2022-02";60941.0;54637.0
"Czech Republic2022-03";41293.0;40884.0
"Czech Republic2022-04";26462.0;50348.0
"Czech Republic2022-05";16042.0;45896.0
"Czech Republic2022-06";8513.0;35295.0
"Czech Republic2022-07";5936.0;24517.0
"Czech Republic2022-08";4633.0;17871.0
"Czech Republic2022-09";3997.0;9785.0
"Czech Republic2022-10";4672.0;6638.0
"Czech Republic2022-11";3928.0;5193.0
"Czech Republic2022-12";3332.0;4987.0
"Czech Republic2022-13";3470.0;5236.0
"Czech Republic2022-14";2713.0;4105.0
"Czech Republic2022-15";1925.0;2607.0
"Czech Republic2022-16";2213.0;4136.0
"Czech Republic2022-17";2528.0;3424.0
"Czech Republic2022-18";2251.0;2680.0
"Czech Republic2022-19";2226.0;2747.0
"Czech Republic2022-20";2102.0;2781.0
"Czech Republic2022-21";1834.0;2576.0
"Czech Republic2022-22";1643.0;2607.0
"Czech Republic2022-23";1249.0;2266.0
"Czech Republic2022-24";941.0;1903.0
"Czech Republic2022-25";955.0;1980.0
"Czech Republic2022-26";1161.0;1587.0
"Czech Republic2022-27";789.0;692.0
"Czech Republic2022-28";1646.0;1247.0
"Czech Republic2022-29";1417.0;1124.0
"Czech Republic2022-30";1460.0;1109.0
"Czech Republic2022-31";1520.0;1396.0
"Czech Republic2022-32";1222.0;1321.0
"Czech Republic2022-33";1171.0;1418.0
"Czech Republic2022-34";1295.0;1430.0
"Czech Republic2022-35";1201.0;1237.0
"Czech Republic2022-36";994.0;1041.0
"Czech Republic2022-37";1109.0;1121.0
"Czech Republic2022-38";877.0;942.0
"Czech Republic2022-39";637.0;853.0
"Czech Republic2022-40";987.0;1074.0
"Czech Republic2022-41";892.0;1014.0
"Czech Republic2022-42";759.0;717.0
"Czech Republic2022-43";405.0;579.0
"Czech Republic2022-44";632.0;874.0
"Czech Republic2022-45";596.0;718.0
"Czech Republic2022-46";427.0;469.0
"Czech Republic2022-47";514.0;600.0
"Czech Republic2022-48";368.0;438.0
"Czech Republic2022-49";324.0;332.0
"Czech Republic2022-50";275.0;374.0
"Czech Republic2022-51";225.0;257.0
"Czech Republic2022-52";60.0;136.0
"Czech Republic2023-01";332.0;335.0
"Czech Republic2023-02";502.0;276.0
"Czech Republic2023-03";297.0;172.0
"Czech Republic2023-04";299.0;265.0
"Czech Republic2023-05";338.0;287.0
"Czech Republic2023-06";247.0;216.0
"Czech Republic2023-07";197.0;239.0
"Czech Republic2023-08";175.0;196.0
"Czech Republic2023-09";216.0;158.0
"Czech Republic2023-10";226.0;154.0
"Czech Republic2023-11";130.0;120.0
"Czech Republic2023-12";127.0;159.0
"Czech Republic2023-13";163.0;170.0
"Czech Republic2023-14";112.0;102.0
"Czech Republic2023-15";110.0;68.0
"Czech Republic2023-16";146.0;104.0
"Czech Republic2023-17";100.0;141.0
"Czech Republic2023-18";68.0;77.0
"Czech Republic2023-19";75.0;55.0
"Czech Republic2023-20";42.0;56.0
"Czech Republic2023-21";38.0;40.0
"Czech Republic2023-22";40.0;42.0
"Czech Republic2023-23";23.0;23.0
"Czech Republic2023-24";17.0;41.0
"Czech Republic2023-25";15.0;27.0
"Czech Republic2023-26";20.0;22.0
"Czech Republic2023-27";2.0;6.0
"Czech Republic2023-28";8.0;4.0
"Czech Republic2023-29";10.0;9.0
"Czech Republic2023-30";6.0;6.0
"Czech Republic2023-31";12.0;2.0
"Czech Republic2023-32";8.0;2.0
"Czech Republic2023-33";2.0;5.0
"Czech Republic2023-34";8.0;4.0
"Czech Republic2023-35";16.0;4.0
"Czech Republic2023-36";8.0;4.0
"Czech Republic2023-37";12.0;3.0
"Czech Republic2023-38";56.0;14.0
"Czech Republic2023-39";125.0;4.0
"Denmark2020-50";4.0;0.0
"Denmark2020-51";18.0;0.0
"Denmark2020-52";14824.0;0.0
"Denmark2020-53";106754.0;2.0
"Denmark2021-01";144969.0;6.0
"Denmark2021-02";112595.0;1584.0
"Denmark2021-03";23825.0;60639.0
"Denmark2021-04";10254.0;138662.0
"Denmark2021-05";18547.0;112099.0
"Denmark2021-06";90069.0;64175.0
"Denmark2021-07";174943.0;16880.0
"Denmark2021-08";251752.0;20362.0
"Denmark2021-09";258321.0;35099.0
"Denmark2021-10";106278.0;95599.0
"Denmark2021-11";95892.0;103404.0
"Denmark2021-12";103186.0;94774.0
"Denmark2021-13";162043.0;75299.0
"Denmark2021-14";206564.0;79872.0
"Denmark2021-15";369088.0;102235.0
"Denmark2021-16";293204.0;139037.0
"Denmark2021-17";285817.0;181414.0
"Denmark2021-18";276288.0;402365.0
"Denmark2021-19";316840.0;363931.0
"Denmark2021-20";419068.0;323951.0
"Denmark2021-21";520224.0;164925.0
"Denmark2021-22";520186.0;227603.0
"Denmark2021-23";663566.0;230221.0
"Denmark2021-24";601696.0;280934.0
"Denmark2021-25";441173.0;395004.0
"Denmark2021-26";335030.0;521661.0
"Denmark2021-27";544348.0;476847.0
"Denmark2021-28";436757.0;609671.0
"Denmark2021-29";308836.0;629826.0
"Denmark2021-30";193746.0;483469.0
"Denmark2021-31";116511.0;531213.0
"Denmark2021-32";76896.0;640121.0
"Denmark2021-33";64897.0;381413.0
"Denmark2021-34";50850.0;240351.0
"Denmark2021-35";33981.0;140414.0
"Denmark2021-36";23327.0;81213.0
"Denmark2021-37";18176.0;57284.0
"Denmark2021-38";14765.0;45749.0
"Denmark2021-39";11531.0;34328.0
"Denmark2021-40";10767.0;32824.0
"Denmark2021-41";10107.0;25254.0
"Denmark2021-42";11066.0;20134.0
"Denmark2021-43";15663.0;19338.0
"Denmark2021-44";20243.0;18020.0
"Denmark2021-45";46515.0;23486.0
"Denmark2021-46";41981.0;23029.0
"Denmark2021-47";34034.0;25203.0
"Denmark2021-48";54631.0;38467.0
"Denmark2021-49";83636.0;48175.0
"Denmark2021-50";92690.0;47816.0
"Denmark2021-51";39308.0;35727.0
"Denmark2021-52";26723.0;60408.0
"Denmark2022-01";23891.0;94248.0
"Denmark2022-02";14297.0;54870.0
"Denmark2022-03";8821.0;31712.0
"Denmark2022-04";4266.0;20607.0
"Denmark2022-05";2426.0;10562.0
"Denmark2022-06";1486.0;7975.0
"Denmark2022-07";1154.0;4295.0
"Denmark2022-08";1018.0;3748.0
"Denmark2022-09";818.0;2813.0
"Denmark2022-10";684.0;1948.0
"Denmark2022-11";632.0;1747.0
"Denmark2022-12";677.0;1390.0
"Denmark2022-13";559.0;1186.0
"Denmark2022-14";590.0;938.0
"Denmark2022-15";452.0;801.0
"Denmark2022-16";547.0;1014.0
"Denmark2022-17";608.0;1036.0
"Denmark2022-18";738.0;805.0
"Denmark2022-19";641.0;774.0
"Denmark2022-20";670.0;942.0
"Denmark2022-21";582.0;960.0
"Denmark2022-22";487.0;877.0
"Denmark2022-23";399.0;939.0
"Denmark2022-24";414.0;977.0
"Denmark2022-25";360.0;904.0
"Denmark2022-26";336.0;703.0
"Denmark2022-27";285.0;590.0
"Denmark2022-28";301.0;443.0
"Denmark2022-29";277.0;352.0
"Denmark2022-30";230.0;368.0
"Denmark2022-31";210.0;390.0
"Denmark2022-32";264.0;385.0
"Denmark2022-33";201.0;311.0
"Denmark2022-34";222.0;292.0
"Denmark2022-35";225.0;281.0
"Denmark2022-36";211.0;231.0
"Denmark2022-37";263.0;251.0
"Denmark2022-38";323.0;410.0
"Denmark2022-39";276.0;294.0
"Denmark2022-40";408.0;327.0
"Denmark2022-41";309.0;378.0
"Denmark2022-42";249.0;340.0
"Denmark2022-43";297.0;410.0
"Denmark2022-44";263.0;271.0
"Denmark2022-45";240.0;291.0
"Denmark2022-46";173.0;284.0
"Denmark2022-47";220.0;241.0
"Denmark2022-48";165.0;246.0
"Denmark2022-49";122.0;198.0
"Denmark2022-50";159.0;166.0
"Denmark2022-51";92.0;155.0
"Denmark2022-52";49.0;86.0
"Denmark2023-01";174.0;140.0
"Denmark2023-02";272.0;183.0
"Denmark2023-03";104.0;124.0
"Denmark2023-04";94.0;152.0
"Denmark2023-05";73.0;201.0
"Denmark2023-06";77.0;134.0
"Denmark2023-07";98.0;118.0
"Denmark2023-08";84.0;106.0
"Denmark2023-09";56.0;89.0
"Denmark2023-10";68.0;88.0
"Denmark2023-11";68.0;84.0
"Denmark2023-12";56.0;68.0
"Denmark2023-13";67.0;92.0
"Denmark2023-14";38.0;62.0
"Denmark2023-15";54.0;82.0
"Denmark2023-16";54.0;73.0
"Denmark2023-17";86.0;60.0
"Denmark2023-18";38.0;38.0
"Denmark2023-19";67.0;40.0
"Denmark2023-20";24.0;42.0
"Denmark2023-21";19.0;34.0
"Denmark2023-22";14.0;48.0
"Denmark2023-23";6.0;41.0
"Denmark2023-24";6.0;39.0
"Denmark2023-25";1.0;14.0
"Denmark2023-26";0.0;8.0
"Denmark2023-27";0.0;0.0
"Denmark2023-28";2.0;4.0
"Denmark2023-29";0.0;4.0
"Denmark2023-30";0.0;0.0
"Denmark2023-31";0.0;6.0
"Denmark2023-32";0.0;2.0
"Denmark2023-33";0.0;2.0
"Denmark2023-34";0.0;2.0
"Denmark2023-35";0.0;0.0
"Denmark2023-36";0.0;0.0
"Denmark2023-37";0.0;0.0
"Denmark2023-38";0.0;0.0
"Denmark2023-39";6.0;4.0
"Estonia2020-52";381.0;10.0
"Estonia2020-53";4656.0;141.0
"Estonia2021-01";16763.0;511.0
"Estonia2021-02";14365.0;990.0
"Estonia2021-03";12717.0;6944.0
"Estonia2021-04";13790.0;20577.0
"Estonia2021-05";18726.0;17969.0
"Estonia2021-06";23522.0;12516.0
"Estonia2021-07";34582.0;11272.0
"Estonia2021-08";34838.0;18587.0
"Estonia2021-09";47867.0;22608.0
"Estonia2021-10";72111.0;20273.0
"Estonia2021-11";57703.0;11571.0
"Estonia2021-12";53941.0;9823.0
"Estonia2021-13";64591.0;19106.0
"Estonia2021-14";64870.0;14227.0
"Estonia2021-15";57539.0;23169.0
"Estonia2021-16";46658.0;31084.0
"Estonia2021-17";54936.0;53608.0
"Estonia2021-18";66386.0;71504.0
"Estonia2021-19";54859.0;41255.0
"Estonia2021-20";71647.0;55657.0
"Estonia2021-21";65017.0;63399.0
"Estonia2021-22";59008.0;63132.0
"Estonia2021-23";45551.0;92718.0
"Estonia2021-24";38953.0;102210.0
"Estonia2021-25";16594.0;45518.0
"Estonia2021-26";25090.0;72682.0
"Estonia2021-27";29368.0;54856.0
"Estonia2021-28";28749.0;44431.0
"Estonia2021-29";39975.0;45288.0
"Estonia2021-30";35211.0;31148.0
"Estonia2021-31";46893.0;25867.0
"Estonia2021-32";43988.0;29144.0
"Estonia2021-33";30141.0;24948.0
"Estonia2021-34";29196.0;28393.0
"Estonia2021-35";16910.0;28744.0
"Estonia2021-36";13370.0;30028.0
"Estonia2021-37";13878.0;32344.0
"Estonia2021-38";12986.0;33549.0
"Estonia2021-39";10072.0;19492.0
"Estonia2021-40";8913.0;16197.0
"Estonia2021-41";10994.0;12642.0
"Estonia2021-42";20355.0;12390.0
"Estonia2021-43";26384.0;11638.0
"Estonia2021-44";22637.0;9394.0
"Estonia2021-45";14050.0;7265.0
"Estonia2021-46";11040.0;7914.0
"Estonia2021-47";8580.0;8861.0
"Estonia2021-48";7026.0;10513.0
"Estonia2021-49";5574.0;12694.0
"Estonia2021-50";4910.0;12213.0
"Estonia2021-51";3762.0;6414.0
"Estonia2021-52";4066.0;5610.0
"Estonia2022-01";5121.0;5612.0
"Estonia2022-02";4413.0;5046.0
"Estonia2022-03";3647.0;3746.0
"Estonia2022-04";2688.0;3204.0
"Estonia2022-05";1414.0;2168.0
"Estonia2022-06";1154.0;2109.0
"Estonia2022-07";829.0;1949.0
"Estonia2022-08";766.0;1567.0
"Estonia2022-09";667.0;1491.0
"Estonia2022-10";590.0;1036.0
"Estonia2022-11";403.0;644.0
"Estonia2022-12";364.0;538.0
"Estonia2022-13";325.0;424.0
"Estonia2022-14";279.0;357.0
"Estonia2022-15";246.0;291.0
"Estonia2022-16";278.0;338.0
"Estonia2022-17";281.0;292.0
"Estonia2022-18";243.0;218.0
"Estonia2022-19";237.0;209.0
"Estonia2022-20";210.0;260.0
"Estonia2022-21";197.0;177.0
"Estonia2022-22";156.0;178.0
"Estonia2022-23";172.0;150.0
"Estonia2022-24";199.0;173.0
"Estonia2022-25";88.0;84.0
"Estonia2022-26";130.0;137.0
"Estonia2022-27";160.0;124.0
"Estonia2022-28";207.0;155.0
"Estonia2022-29";250.0;158.0
"Estonia2022-30";264.0;169.0
"Estonia2022-31";297.0;202.0
"Estonia2022-32";341.0;231.0
"Estonia2022-33";316.0;250.0
"Estonia2022-34";260.0;226.0
"Estonia2022-35";280.0;214.0
"Estonia2022-36";262.0;233.0
"Estonia2022-37";197.0;191.0
"Estonia2022-38";123.0;115.0
"Estonia2022-39";178.0;155.0
"Estonia2022-40";156.0;136.0
"Estonia2022-41";116.0;105.0
"Estonia2022-42";148.0;133.0
"Estonia2022-43";94.0;114.0
"Estonia2022-44";111.0;87.0
"Estonia2022-45";98.0;102.0
"Estonia2022-46";80.0;73.0
"Estonia2022-47";67.0;84.0
"Estonia2022-48";62.0;58.0
"Estonia2022-49";63.0;32.0
"Estonia2022-50";47.0;48.0
"Estonia2022-51";50.0;49.0
"Estonia2022-52";33.0;37.0
"Estonia2023-01";68.0;24.0
"Estonia2023-02";92.0;55.0
"Estonia2023-03";63.0;52.0
"Estonia2023-04";53.0;37.0
"Estonia2023-05";44.0;32.0
"Estonia2023-06";46.0;32.0
"Estonia2023-07";37.0;29.0
"Estonia2023-08";10.0;14.0
"Estonia2023-09";24.0;31.0
"Estonia2023-10";26.0;27.0
"Estonia2023-11";29.0;26.0
"Estonia2023-12";19.0;22.0
"Estonia2023-13";26.0;15.0
"Estonia2023-14";7.0;12.0
"Estonia2023-15";23.0;21.0
"Estonia2023-16";17.0;4.0
"Estonia2023-17";12.0;16.0
"Estonia2023-18";14.0;2.0
"Estonia2023-19";36.0;5.0
"Estonia2023-20";10.0;13.0
"Estonia2023-21";3.0;15.0
"Estonia2023-22";6.0;5.0
"Estonia2023-23";2.0;3.0
"Estonia2023-24";2.0;1.0
"Estonia2023-25";1.0;3.0
"Estonia2023-26";5.0;3.0
"Estonia2023-27";2.0;0.0
"Estonia2023-28";5.0;7.0
"Estonia2023-29";2.0;2.0
"Estonia2023-30";1.0;4.0
"Estonia2023-31";2.0;3.0
"Estonia2023-32";4.0;0.0
"Estonia2023-33";2.0;0.0
"Estonia2023-34";1.0;0.0
"Estonia2023-35";2.0;1.0
"Estonia2023-36";2.0;2.0
"Estonia2023-37";5.0;2.0
"Estonia2023-38";10.0;12.0
"Estonia2023-39";2.0;4.0
"Finland2020-52";170.0;0.0
"Finland2020-53";34132.0;0.0
"Finland2021-01";95642.0;0.0
"Finland2021-02";244964.0;18.0
"Finland2021-03";319504.0;29754.0
"Finland2021-04";248644.0;90304.0
"Finland2021-05";134562.0;201660.0
"Finland2021-06";238038.0;102964.0
"Finland2021-07";469804.0;39730.0
"Finland2021-08";568728.0;51430.0
"Finland2021-09";665476.0;20146.0
"Finland2021-10";741866.0;5698.0
"Finland2021-11";758334.0;7220.0
"Finland2021-12";657838.0;6004.0
"Finland2021-13";794156.0;8302.0
"Finland2021-14";1005156.0;39380.0
"Finland2021-15";1240332.0;187620.0
"Finland2021-16";1151194.0;183332.0
"Finland2021-17";1180662.0;106396.0
"Finland2021-18";1233444.0;234442.0
"Finland2021-19";988576.0;433020.0
"Finland2021-20";1083366.0;574162.0
"Finland2021-21";980114.0;659130.0
"Finland2021-22";1063464.0;731186.0
"Finland2021-23";1313016.0;750394.0
"Finland2021-24";1347410.0;714376.0
"Finland2021-25";806570.0;762896.0
"Finland2021-26";901580.0;1047618.0
"Finland2021-27";634924.0;1244954.0
"Finland2021-28";497144.0;1117062.0
"Finland2021-29";397360.0;1235940.0
"Finland2021-30";388826.0;1250486.0
"Finland2021-31";390478.0;1194796.0
"Finland2021-32";539914.0;1288756.0
"Finland2021-33";576198.0;1234120.0
"Finland2021-34";385368.0;1135602.0
"Finland2021-35";219982.0;1188540.0
"Finland2021-36";154956.0;1058654.0
"Finland2021-37";134098.0;735104.0
"Finland2021-38";123328.0;751094.0
"Finland2021-39";106984.0;721770.0
"Finland2021-40";108978.0;617468.0
"Finland2021-41";139198.0;581044.0
"Finland2021-42";138244.0;471244.0
"Finland2021-43";127510.0;491018.0
"Finland2021-44";92618.0;328538.0
"Finland2021-45";79752.0;233114.0
"Finland2021-46";85116.0;168022.0
"Finland2021-47";92038.0;163384.0
"Finland2021-48";108138.0;167446.0
"Finland2021-49";93606.0;149482.0
"Finland2021-50";95922.0;158108.0
"Finland2021-51";51114.0;79304.0
"Finland2021-52";80312.0;85598.0
"Finland2022-01";153758.0;117732.0
"Finland2022-02";240462.0;141914.0
"Finland2022-03";224966.0;110410.0
"Finland2022-04";142270.0;96866.0
"Finland2022-05";68698.0;59274.0
"Finland2022-06";35582.0;52312.0
"Finland2022-07";18466.0;67998.0
"Finland2022-08";14334.0;89028.0
"Finland2022-09";10492.0;94268.0
"Finland2022-10";9212.0;72280.0
"Finland2022-11";9958.0;67398.0
"Finland2022-12";9108.0;47104.0
"Finland2022-13";8206.0;28760.0
"Finland2022-14";6610.0;17880.0
"Finland2022-15";5880.0;12650.0
"Finland2022-16";5362.0;11984.0
"Finland2022-17";6234.0;11262.0
"Finland2022-18";5896.0;10906.0
"Finland2022-19";5728.0;9802.0
"Finland2022-20";5504.0;9802.0
"Finland2022-21";4596.0;8892.0
"Finland2022-22";4774.0;9658.0
"Finland2022-23";4718.0;9314.0
"Finland2022-24";4830.0;9424.0
"Finland2022-25";4034.0;6180.0
"Finland2022-26";3140.0;6522.0
"Finland2022-27";3526.0;4940.0
"Finland2022-28";3082.0;4564.0
"Finland2022-29";2462.0;4256.0
"Finland2022-30";3400.0;4842.0
"Finland2022-31";3078.0;4980.0
"Finland2022-32";3794.0;6598.0
"Finland2022-33";3580.0;6722.0
"Finland2022-34";3280.0;4704.0
"Finland2022-35";3120.0;4610.0
"Finland2022-36";2634.0;3634.0
"Finland2022-37";2130.0;3068.0
"Finland2022-38";2062.0;2766.0
"Finland2022-39";1788.0;2800.0
"Finland2022-40";1846.0;2546.0
"Finland2022-41";1786.0;2876.0
"Finland2022-42";1624.0;2484.0
"Finland2022-43";1900.0;3172.0
"Finland2022-44";1670.0;2514.0
"Finland2022-45";2176.0;2716.0
"Finland2022-46";1946.0;2918.0
"Finland2022-47";1878.0;2444.0
"Finland2022-48";1312.0;2260.0
"Finland2022-49";1108.0;1686.0
"Finland2022-50";1124.0;1924.0
"Finland2022-51";1072.0;1488.0
"Finland2022-52";490.0;608.0
"Finland2023-01";432.0;694.0
"Finland2023-02";824.0;1212.0
"Finland2023-03";754.0;1072.0
"Finland2023-04";628.0;898.0
"Finland2023-05";412.0;896.0
"Finland2023-06";496.0;574.0
"Finland2023-07";572.0;680.0
"Finland2023-08";418.0;436.0
"Finland2023-09";342.0;398.0
"Finland2023-10";314.0;426.0
"Finland2023-11";294.0;372.0
"Finland2023-12";290.0;356.0
"Finland2023-13";232.0;236.0
"Finland2023-14";130.0;286.0
"Finland2023-15";162.0;286.0
"Finland2023-16";302.0;420.0
"Finland2023-17";156.0;224.0
"Finland2023-18";186.0;250.0
"Finland2023-19";230.0;200.0
"Finland2023-20";116.0;176.0
"Finland2023-21";134.0;264.0
"Finland2023-22";116.0;204.0
"Finland2023-23";64.0;126.0
"Finland2023-24";128.0;102.0
"Finland2023-25";30.0;120.0
"Finland2023-26";56.0;84.0
"Finland2023-27";60.0;48.0
"Finland2023-28";60.0;62.0
"Finland2023-29";48.0;30.0
"Finland2023-30";30.0;60.0
"Finland2023-31";24.0;24.0
"Finland2023-32";38.0;30.0
"Finland2023-33";52.0;30.0
"Finland2023-34";32.0;70.0
"Finland2023-35";60.0;42.0
"Finland2023-36";36.0;18.0
"Finland2023-37";42.0;12.0
"Finland2023-38";18.0;18.0
"Finland2023-39";18.0;30.0
"France2020-52";2459.0;0.0
"France2020-53";15903.0;32.0
"France2021-01";424961.0;448.0
"France2021-02";1402365.0;2504.0
"France2021-03";2727390.0;5071.0
"France2021-04";2147347.0;213178.0
"France2021-05";1505088.0;890345.0
"France2021-06";1512183.0;1678610.0
"France2021-07";1183643.0;2136508.0
"France2021-08";1694959.0;1719658.0
"France2021-09";3910935.0;1374051.0
"France2021-10";5164788.0;1193237.0
"France2021-11";4261303.0;809765.0
"France2021-12";6530923.0;912397.0
"France2021-13";6144410.0;1867023.0
"France2021-14";6230863.0;2383934.0
"France2021-15";7031949.0;3291369.0
"France2021-16";6235023.0;4026736.0
"France2021-17";7175757.0;4025433.0
"France2021-18";8143895.0;4934250.0
"France2021-19";10083419.0;4244254.0
"France2021-20";11233093.0;3502145.0
"France2021-21";9441036.0;4316433.0
"France2021-22";10262427.0;5958865.0
"France2021-23";9162999.0;7016364.0
"France2021-24";6931945.0;9149667.0
"France2021-25";5085176.0;11072465.0
"France2021-26";4570003.0;11723326.0
"France2021-27";4775720.0;10810996.0
"France2021-28";6672798.0;10242037.0
"France2021-29";9053370.0;9525671.0
"France2021-30";10078142.0;6709323.0
"France2021-31";8162983.0;5483773.0
"France2021-32";5940822.0;6159543.0
"France2021-33";4239981.0;7668393.0
"France2021-34";3242631.0;8169284.0
"France2021-35";2719586.0;6632242.0
"France2021-36";1887737.0;4342545.0
"France2021-37";1529603.0;3233122.0
"France2021-38";1017420.0;2592994.0
"France2021-39";960038.0;1948866.0
"France2021-40";869313.0;1597537.0
"France2021-41";810975.0;1296126.0
"France2021-42";711994.0;1104656.0
"France2021-43";599879.0;920459.0
"France2021-44";551168.0;854019.0
"France2021-45";501535.0;909783.0
"France2021-46";612364.0;1091118.0
"France2021-47";635267.0;1235944.0
"France2021-48";544084.0;1743362.0
"France2021-49";597180.0;2211797.0
"France2021-50";655668.0;2674942.0
"France2021-51";603625.0;1691549.0
"France2021-52";603916.0;1525956.0
"France2022-01";1100893.0;2543371.0
"France2022-02";982659.0;2238117.0
"France2022-03";663036.0;1494822.0
"France2022-04";454668.0;1346497.0
"France2022-05";323939.0;1269011.0
"France2022-06";235153.0;1113027.0
"France2022-07";156443.0;764605.0
"France2022-08";107723.0;469009.0
"France2022-09";82367.0;285096.0
"France2022-10";58216.0;161181.0
"France2022-11";46587.0;124506.0
"France2022-12";43140.0;99762.0
"France2022-13";44300.0;88234.0
"France2022-14";59915.0;80703.0
"France2022-15";36565.0;70866.0
"France2022-16";31967.0;61686.0
"France2022-17";37212.0;82077.0
"France2022-18";44772.0;71168.0
"France2022-19";38371.0;64972.0
"France2022-20";34870.0;58039.0
"France2022-21";25871.0;46592.0
"France2022-22";32103.0;57543.0
"France2022-23";30033.0;54760.0
"France2022-24";28617.0;52225.0
"France2022-25";28305.0;53884.0
"France2022-26";34005.0;61999.0
"France2022-27";38469.0;66163.0
"France2022-28";28435.0;48650.0
"France2022-29";28635.0;50220.0
"France2022-30";25097.0;42045.0
"France2022-31";18940.0;30029.0
"France2022-32";15401.0;24455.0
"France2022-33";11703.0;19764.0
"France2022-34";14694.0;23152.0
"France2022-35";16917.0;22911.0
"France2022-36";16974.0;20940.0
"France2022-37";14436.0;18683.0
"France2022-38";13875.0;19156.0
"France2022-39";13405.0;19528.0
"France2022-40";14279.0;19233.0
"France2022-41";13730.0;19598.0
"France2022-42";12890.0;17568.0
"France2022-43";12757.0;15431.0
"France2022-44";10322.0;12967.0
"France2022-45";10772.0;14312.0
"France2022-46";12354.0;15819.0
"France2022-47";11263.0;13311.0
"France2022-48";11799.0;14290.0
"France2022-49";14152.0;16785.0
"France2022-50";14679.0;17605.0
"France2022-51";12441.0;13227.0
"France2022-52";9469.0;10833.0
"France2023-01";15669.0;15814.0
"France2023-02";13739.0;15635.0
"France2023-03";10921.0;12343.0
"France2023-04";9439.0;13541.0
"France2023-05";8802.0;11468.0
"France2023-06";7657.0;9769.0
"France2023-07";6451.0;8671.0
"France2023-08";5477.0;8231.0
"France2023-09";5459.0;7921.0
"France2023-10";4683.0;6946.0
"France2023-11";4243.0;6094.0
"France2023-12";4265.0;6132.0
"France2023-13";4316.0;6034.0
"France2023-14";3235.0;5065.0
"France2023-15";2579.0;4363.0
"France2023-16";2621.0;4288.0
"France2023-17";2990.0;3886.0
"France2023-18";2544.0;3155.0
"France2023-19";1787.0;2378.0
"France2023-20";1493.0;2248.0
"France2023-21";1624.0;2058.0
"France2023-22";1383.0;1988.0
"France2023-23";1787.0;2272.0
"France2023-24";1198.0;1988.0
"France2023-25";1384.0;1361.0
"France2023-26";1086.0;1206.0
"France2023-27";1033.0;1001.0
"Germany2020-52";48825.0;0.0
"Germany2020-53";556914.0;0.0
"Germany2021-01";751951.0;0.0
"Germany2021-02";1045836.0;38586.0
"Germany2021-03";859810.0;497693.0
"Germany2021-04";623922.0;666458.0
"Germany2021-05";787772.0;904974.0
"Germany2021-06";897553.0;850357.0
"Germany2021-07";1145520.0;685483.0
"Germany2021-08";1583023.0;739018.0
"Germany2021-09";2310273.0;772217.0
"Germany2021-10";2829681.0;785653.0
"Germany2021-11";2001030.0;922691.0
"Germany2021-12";3116175.0;1074338.0
"Germany2021-13";2785939.0;1114817.0
"Germany2021-14";5562989.0;1106043.0
"Germany2021-15";6472778.0;951088.0
"Germany2021-16";6222692.0;892128.0
"Germany2021-17";8061639.0;1428870.0
"Germany2021-18";7752810.0;2453636.0
"Germany2021-19";7059698.0;3031752.0
"Germany2021-20";5460324.0;4849672.0
"Germany2021-21";4509998.0;5805210.0
"Germany2021-22";4473873.0;6352225.0
"Germany2021-23";4868395.0;8319936.0
