YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,DoseAdditional2,DoseAdditional3,DoseAdditional4,DoseAdditional5,UnknownDose,Region,TargetGroup,Vaccine,Population
2020-W53,FR,,,,6,,0,0,0,0,0,0,0,FRH,Age60_69,UNK,67320216
2020-W53,FR,,,,6,,0,0,0,0,0,0,0,FRG,Age80+,UNK,67320216
2020-W53,FR,,,,6,,0,0,0,0,0,0,0,FRE,Age50_59,UNK,67320216
2020-W53,FR,,,,6,,0,0,0,0,0,0,0,FRD,Age70_79,UNK,67320216
2020-W53,FR,,,,57,,0,0,0,0,0,0,0,FRL,Age25_49,UNK,67320216
2020-W53,FR,,,,57,,0,0,0,0,0,0,0,FRK,Age25_49,UNK,67320216
2020-W53,FR,,,,56,,0,0,0,0,0,0,0,FRF,Age25_49,UNK,67320216
2020-W53,FR,,,,50,,0,0,0,0,0,0,0,FRD,ALL,UNK,67320216
2020-W53,FR,,,,5,,0,0,0,0,0,0,0,FRH,Age18_24,UNK,67320216
2020-W53,FR,,,,5,,0,0,0,0,0,0,0,FRG,Age18_24,UNK,67320216
2020-W53,FR,,,,5,,0,0,0,0,0,0,0,FRF,Age18_24,UNK,67320216
2020-W53,FR,,,,46,,0,0,0,0,0,0,0,FRB,ALL,UNK,67320216
2020-W53,FR,,,,46,,0,0,0,0,0,0,0,FR1,Age18_24,UNK,67320216
2020-W53,FR,,,,41,,0,0,0,0,0,0,0,FRC,Age80+,UNK,67320216
2020-W53,FR,,,,404,,1,0,0,0,0,0,0,UNK,Age60_69,UNK,67320216
2020-W53,FR,,,,4,,0,0,0,0,0,0,0,FRG,Age70_79,UNK,67320216
2020-W53,FR,,,,4,,0,0,0,0,0,0,0,FRD,Age80+,UNK,67320216
2020-W53,FR,,,,39,,0,0,0,0,0,0,0,FRJ,Age25_49,UNK,67320216
2020-W53,FR,,,,37,,0,0,0,0,0,0,0,FRL,Age60_69,UNK,67320216
2020-W53,FR,,,,36,,1,0,0,0,0,0,0,FRG,ALL,UNK,67320216
2020-W53,FR,,,,36,,0,0,0,0,0,0,0,FRH,ALL,UNK,67320216
2020-W53,FR,,,,343,,0,0,0,0,0,0,0,UNK,Age50_59,UNK,67320216
2020-W53,FR,,,,34,,0,0,0,0,0,0,0,FRC,Age60_69,UNK,67320216
2020-W53,FR,,,,33,,0,0,0,0,0,0,0,FRE,Age80+,UNK,67320216
2020-W53,FR,,,,33,,0,0,0,0,0,0,0,FRC,Age50_59,UNK,67320216
2020-W53,FR,,,,32,,0,0,0,0,0,0,0,FRI,Age25_49,UNK,67320216
2020-W53,FR,,,,30,,0,0,0,0,0,0,0,FRL,Age50_59,UNK,67320216
2020-W53,FR,,,,30,,0,0,0,0,0,0,0,FRF,Age50_59,UNK,67320216
2020-W53,FR,,,,3,,0,0,0,0,0,0,0,FRM,Age25_49,UNK,67320216
2020-W53,FR,,,,3,,0,0,0,0,0,0,0,FRL,Age<18,UNK,67320216
2020-W53,FR,,,,3,,0,0,0,0,0,0,0,FRH,Age50_59,UNK,67320216
2020-W53,FR,,,,3,,0,0,0,0,0,0,0,FRG,Age<18,UNK,67320216
2020-W53,FR,,,,3,,0,0,0,0,0,0,0,FRD,Age60_69,UNK,67320216
2020-W53,FR,,,,3,,0,0,0,0,0,0,0,FRC,Age<18,UNK,67320216
2020-W53,FR,,,,29,,0,0,0,0,0,0,0,FRE,Age25_49,UNK,67320216
2020-W53,FR,,,,28,,2,0,0,0,0,0,0,FRL,Age80+,UNK,67320216
2020-W53,FR,,,,28,,0,0,0,0,0,0,0,FRK,Age80+,UNK,67320216
2020-W53,FR,,,,26,,0,0,0,0,0,0,0,UNK,Age<18,UNK,67320216
2020-W53,FR,,,,25,,0,0,0,0,0,0,0,FRL,Age70_79,UNK,67320216
2020-W53,FR,,,,23,,0,0,0,0,0,0,0,FRK,Age18_24,UNK,67320216
2020-W53,FR,,,,23,,0,0,0,0,0,0,0,FRC,Age70_79,UNK,67320216
2020-W53,FR,,,,221,,0,0,0,0,0,0,0,FR1,Age25_49,UNK,67320216
2020-W53,FR,,,,22,,0,0,0,0,0,0,0,FRK,Age70_79,UNK,67320216
2020-W53,FR,,,,216,,0,0,0,0,0,0,0,FRC,ALL,UNK,67320216
2020-W53,FR,,,,206,,0,0,0,0,0,0,0,UNK,Age70_79,UNK,67320216
2020-W53,FR,,,,2,,0,0,0,0,0,0,0,FRM,Age50_59,UNK,67320216
2020-W53,FR,,,,2,,0,0,0,0,0,0,0,FRM,Age<18,UNK,67320216
2020-W53,FR,,,,2,,0,0,0,0,0,0,0,FRH,Age70_79,UNK,67320216
2020-W53,FR,,,,2,,0,0,0,0,0,0,0,FRG,Age50_59,UNK,67320216
2020-W53,FR,,,,2,,0,0,0,0,0,0,0,FRD,Age<18,UNK,67320216
2020-W53,FR,,,,2,,0,0,0,0,0,0,0,FRB,Age60_69,UNK,67320216
2020-W53,FR,,,,2,,0,0,0,0,0,0,0,FRB,Age50_59,UNK,67320216
2020-W53,FR,,,,2,,0,0,0,0,0,0,0,FRB,Age18_24,UNK,67320216
2020-W53,FR,,,,196,,2,0,0,0,0,0,0,FRL,ALL,UNK,67320216
2020-W53,FR,,,,194,,0,0,0,0,0,0,0,FR1,Age80+,UNK,67320216
2020-W53,FR,,,,1873,,4,0,0,0,0,0,0,UNK,ALL,UNK,67320216
2020-W53,FR,,,,175,,1,0,0,0,0,0,0,FR1,Age70_79,UNK,67320216
2020-W53,FR,,,,172,,0,0,0,0,0,0,0,FRK,ALL,UNK,67320216
2020-W53,FR,,,,170,,0,0,0,0,0,0,0,FR1,Age60_69,UNK,67320216
2020-W53,FR,,,,17,,0,0,0,0,0,0,0,FRK,Age60_69,UNK,67320216
2020-W53,FR,,,,17,,0,0,0,0,0,0,0,FRC,Age18_24,UNK,67320216
2020-W53,FR,,,,17,,0,0,0,0,0,0,0,FRB,Age80+,UNK,67320216
2020-W53,FR,,,,17,,0,0,0,0,0,0,0,FR1,Age<18,UNK,67320216
2020-W53,FR,,,,16,,0,0,0,0,0,0,0,FRL,Age18_24,UNK,67320216
2020-W53,FR,,,,16,,0,0,0,0,0,0,0,FRK,Age50_59,UNK,67320216
2020-W53,FR,,,,16,,0,0,0,0,0,0,0,FRF,Age60_69,UNK,67320216
2020-W53,FR,,,,15,,1,0,0,0,0,0,0,FRG,Age25_49,UNK,67320216
2020-W53,FR,,,,14,,0,0,0,0,0,0,0,FRJ,Age80+,UNK,67320216
2020-W53,FR,,,,14,,0,0,0,0,0,0,0,FRH,Age25_49,UNK,67320216
2020-W53,FR,,,,14,,0,0,0,0,0,0,0,FRD,Age25_49,UNK,67320216
2020-W53,FR,,,,13,,0,0,0,0,0,0,0,FRJ,Age18_24,UNK,67320216
2020-W53,FR,,,,13,,0,0,0,0,0,0,0,FRI,Age80+,UNK,67320216
2020-W53,FR,,,,13,,0,0,0,0,0,0,0,FRI,Age50_59,UNK,67320216
2020-W53,FR,,,,13,,0,0,0,0,0,0,0,FRD,Age50_59,UNK,67320216
2020-W53,FR,,,,128,,0,0,0,0,0,0,0,FRF,ALL,UNK,67320216
2020-W53,FR,,,,12,,0,0,0,0,0,0,0,FRB,Age25_49,UNK,67320216
2020-W53,FR,,,,117,,0,0,0,0,0,0,0,FR1,Age50_59,UNK,67320216
2020-W53,FR,,,,11,,0,0,0,0,0,0,0,FRI,Age18_24,UNK,67320216
2020-W53,FR,,,,11,,0,0,0,0,0,0,0,FRF,Age70_79,UNK,67320216
2020-W53,FR,,,,10,,0,0,0,0,0,0,0,FRF,Age80+,UNK,67320216
2020-W53,FR,,,,10,,0,0,0,0,0,0,0,FRE,Age70_79,UNK,67320216
2020-W53,FR,,,,10,,0,0,0,0,0,0,0,FRB,Age70_79,UNK,67320216
2020-W53,FR,,,,1,,0,0,0,0,0,0,0,FRI,Age<18,UNK,67320216
2020-W53,FR,,,,1,,0,0,0,0,0,0,0,FRG,Age60_69,UNK,67320216
2020-W53,FR,,,,1,,0,0,0,0,0,0,0,FRE,Age<18,UNK,67320216
2020-W53,FR,,,,1,,0,0,0,0,0,0,0,FRB,Age<18,UNK,67320216
2020-W53,FR,,,,0,,0,0,0,0,0,0,0,UNK,AgeUNK,UNK,67320216
2020-W53,FR,,,,0,,0,0,0,0,0,0,0,FRM,Age80+,UNK,67320216
2020-W53,FR,,,,0,,0,0,0,0,0,0,0,FRM,Age70_79,UNK,67320216
2020-W53,FR,,,,0,,0,0,0,0,0,0,0,FRM,Age60_69,UNK,67320216
2020-W53,FR,,,,0,,0,0,0,0,0,0,0,FRM,Age18_24,UNK,67320216
2020-W53,FR,,,,0,,0,0,0,0,0,0,0,FRH,Age<18,UNK,67320216
2020-W53,FR,,,,0,,0,0,0,0,0,0,0,FRF,Age<18,UNK,67320216
2020-W53,FR,,,,0,,0,0,0,0,0,0,0,FR,AgeUNK,UNK,67320216
2020-W53,FI,981,,,0,,0,0,0,0,0,0,0,FI20,Age15_17,VLA,5525292
2020-W53,FI,981,,,0,,0,0,0,0,0,0,0,FI20,Age15_17,UNK,5525292
2020-W53,FI,981,,,0,,0,0,0,0,0,0,0,FI20,Age15_17,NVXD,5525292
2020-W53,FI,981,,,0,,0,0,0,0,0,0,0,FI20,Age15_17,MOD,5525292
2020-W53,FI,981,,,0,,0,0,0,0,0,0,0,FI20,Age15_17,JANSS,5525292
2020-W53,FI,981,,,0,,0,0,0,0,0,0,0,FI20,Age15_17,COMBA.4-5,5525292
2020-W53,FI,981,,,0,,0,0,0,0,0,0,0,FI20,Age15_17,COMBA.1,5525292
2020-W53,FI,981,,,0,,0,0,0,0,0,0,0,FI20,Age15_17,COM,5525292
2020-W53,FI,981,,,0,,0,0,0,0,0,0,0,FI20,Age15_17,AZ,5525292
2020-W53,FI,97797,,,72,,0,0,0,0,0,0,0,FI1D,Age18_24,COM,5525292
2020-W53,FI,97797,,,0,,0,0,0,0,0,0,0,FI1D,Age18_24,VLA,5525292
2020-W53,FI,97797,,,0,,0,0,0,0,0,0,0,FI1D,Age18_24,UNK,5525292
2020-W53,FI,97797,,,0,,0,0,0,0,0,0,0,FI1D,Age18_24,NVXD,5525292
2020-W53,FI,97797,,,0,,0,0,0,0,0,0,0,FI1D,Age18_24,MOD,5525292
2020-W53,FI,97797,,,0,,0,0,0,0,0,0,0,FI1D,Age18_24,JANSS,5525292
2020-W53,FI,97797,,,0,,0,0,0,0,0,0,0,FI1D,Age18_24,COMBA.4-5,5525292
2020-W53,FI,97797,,,0,,0,0,0,0,0,0,0,FI1D,Age18_24,COMBA.1,5525292
2020-W53,FI,97797,,,0,,0,0,0,0,0,0,0,FI1D,Age18_24,AZ,5525292
2020-W53,FI,97153,,,0,,0,0,0,0,0,0,0,FI1B,Age10_14,VLA,5525292
2020-W53,FI,97153,,,0,,0,0,0,0,0,0,0,FI1B,Age10_14,UNK,5525292
2020-W53,FI,97153,,,0,,0,0,0,0,0,0,0,FI1B,Age10_14,NVXD,5525292
2020-W53,FI,97153,,,0,,0,0,0,0,0,0,0,FI1B,Age10_14,MOD,5525292
2020-W53,FI,97153,,,0,,0,0,0,0,0,0,0,FI1B,Age10_14,JANSS,5525292
2020-W53,FI,97153,,,0,,0,0,0,0,0,0,0,FI1B,Age10_14,COMBA.4-5,5525292
2020-W53,FI,97153,,,0,,0,0,0,0,0,0,0,FI1B,Age10_14,COMBA.1,5525292
2020-W53,FI,97153,,,0,,0,0,0,0,0,0,0,FI1B,Age10_14,COM,5525292
2020-W53,FI,97153,,,0,,0,0,0,0,0,0,0,FI1B,Age10_14,AZ,5525292
2020-W53,FI,95988,,,0,,0,0,0,0,0,0,0,FI1B,Age5_9,VLA,5525292
2020-W53,FI,95988,,,0,,0,0,0,0,0,0,0,FI1B,Age5_9,UNK,5525292
2020-W53,FI,95988,,,0,,0,0,0,0,0,0,0,FI1B,Age5_9,NVXD,5525292
2020-W53,FI,95988,,,0,,0,0,0,0,0,0,0,FI1B,Age5_9,MOD,5525292
2020-W53,FI,95988,,,0,,0,0,0,0,0,0,0,FI1B,Age5_9,JANSS,5525292
2020-W53,FI,95988,,,0,,0,0,0,0,0,0,0,FI1B,Age5_9,COMBA.4-5,5525292
2020-W53,FI,95988,,,0,,0,0,0,0,0,0,0,FI1B,Age5_9,COMBA.1,5525292
2020-W53,FI,95988,,,0,,0,0,0,0,0,0,0,FI1B,Age5_9,COM,5525292
2020-W53,FI,95988,,,0,,0,0,0,0,0,0,0,FI1B,Age5_9,AZ,5525292
2020-W53,FI,948812,,,999,,0,0,0,0,0,0,0,FI1C,ALL,COM,5525292
2020-W53,FI,948812,,,4,,0,0,0,0,0,0,0,FI1C,ALL,MOD,5525292
2020-W53,FI,948812,,,2,,0,0,0,0,0,0,0,FI1C,ALL,UNK,5525292
2020-W53,FI,948812,,,0,,0,0,0,0,0,0,0,FI1C,ALL,VLA,5525292
2020-W53,FI,948812,,,0,,0,0,0,0,0,0,0,FI1C,ALL,NVXD,5525292
2020-W53,FI,948812,,,0,,0,0,0,0,0,0,0,FI1C,ALL,JANSS,5525292
2020-W53,FI,948812,,,0,,0,0,0,0,0,0,0,FI1C,ALL,COMBA.4-5,5525292
2020-W53,FI,948812,,,0,,0,0,0,0,0,0,0,FI1C,ALL,COMBA.1,5525292
2020-W53,FI,948812,,,0,,0,0,0,0,0,0,0,FI1C,ALL,AZ,5525292
2020-W53,FI,9339,,,0,,0,0,0,0,0,0,0,FI20,Age25_49,VLA,5525292
2020-W53,FI,9339,,,0,,0,0,0,0,0,0,0,FI20,Age25_49,UNK,5525292
2020-W53,FI,9339,,,0,,0,0,0,0,0,0,0,FI20,Age25_49,NVXD,5525292
2020-W53,FI,9339,,,0,,0,0,0,0,0,0,0,FI20,Age25_49,MOD,5525292
2020-W53,FI,9339,,,0,,0,0,0,0,0,0,0,FI20,Age25_49,JANSS,5525292
2020-W53,FI,9339,,,0,,0,0,0,0,0,0,0,FI20,Age25_49,COMBA.4-5,5525292
2020-W53,FI,9339,,,0,,0,0,0,0,0,0,0,FI20,Age25_49,COMBA.1,5525292
2020-W53,FI,9339,,,0,,0,0,0,0,0,0,0,FI20,Age25_49,COM,5525292
2020-W53,FI,9339,,,0,,0,0,0,0,0,0,0,FI20,Age25_49,AZ,5525292
2020-W53,FI,86663,,,5,,0,0,0,0,0,0,0,FI19,Age80+,COM,5525292
2020-W53,FI,86663,,,1,,0,0,0,0,0,0,0,FI19,Age80+,MOD,5525292
2020-W53,FI,86663,,,0,,0,0,0,0,0,0,0,FI19,Age80+,VLA,5525292
2020-W53,FI,86663,,,0,,0,0,0,0,0,0,0,FI19,Age80+,UNK,5525292
2020-W53,FI,86663,,,0,,0,0,0,0,0,0,0,FI19,Age80+,NVXD,5525292
2020-W53,FI,86663,,,0,,0,0,0,0,0,0,0,FI19,Age80+,JANSS,5525292
2020-W53,FI,86663,,,0,,0,0,0,0,0,0,0,FI19,Age80+,COMBA.4-5,5525292
2020-W53,FI,86663,,,0,,0,0,0,0,0,0,0,FI19,Age80+,COMBA.1,5525292
2020-W53,FI,86663,,,0,,0,0,0,0,0,0,0,FI19,Age80+,AZ,5525292
2020-W53,FI,84916,,,22,,0,0,0,0,0,0,0,FI1C,Age18_24,COM,5525292
2020-W53,FI,84916,,,0,,0,0,0,0,0,0,0,FI1C,Age18_24,VLA,5525292
2020-W53,FI,84916,,,0,,0,0,0,0,0,0,0,FI1C,Age18_24,UNK,5525292
2020-W53,FI,84916,,,0,,0,0,0,0,0,0,0,FI1C,Age18_24,NVXD,5525292
2020-W53,FI,84916,,,0,,0,0,0,0,0,0,0,FI1C,Age18_24,MOD,5525292
2020-W53,FI,84916,,,0,,0,0,0,0,0,0,0,FI1C,Age18_24,JANSS,5525292
2020-W53,FI,84916,,,0,,0,0,0,0,0,0,0,FI1C,Age18_24,COMBA.4-5,5525292
2020-W53,FI,84916,,,0,,0,0,0,0,0,0,0,FI1C,Age18_24,COMBA.1,5525292
2020-W53,FI,84916,,,0,,0,0,0,0,0,0,0,FI1C,Age18_24,AZ,5525292
2020-W53,FI,84165,,,0,,0,0,0,0,0,0,0,FI1B,Age0_4,VLA,5525292
2020-W53,FI,84165,,,0,,0,0,0,0,0,0,0,FI1B,Age0_4,UNK,5525292
2020-W53,FI,84165,,,0,,0,0,0,0,0,0,0,FI1B,Age0_4,NVXD,5525292
2020-W53,FI,84165,,,0,,0,0,0,0,0,0,0,FI1B,Age0_4,MOD,5525292
2020-W53,FI,84165,,,0,,0,0,0,0,0,0,0,FI1B,Age0_4,JANSS,5525292
2020-W53,FI,84165,,,0,,0,0,0,0,0,0,0,FI1B,Age0_4,COMBA.4-5,5525292
2020-W53,FI,84165,,,0,,0,0,0,0,0,0,0,FI1B,Age0_4,COMBA.1,5525292
2020-W53,FI,84165,,,0,,0,0,0,0,0,0,0,FI1B,Age0_4,COM,5525292
2020-W53,FI,84165,,,0,,0,0,0,0,0,0,0,FI1B,Age0_4,AZ,5525292
2020-W53,FI,80385,,,13,,0,0,0,0,0,0,0,FI1D,Age80+,COM,5525292
2020-W53,FI,80385,,,1,,0,0,0,0,0,0,0,FI1D,Age80+,MOD,5525292
2020-W53,FI,80385,,,0,,0,0,0,0,0,0,0,FI1D,Age80+,VLA,5525292
2020-W53,FI,80385,,,0,,0,0,0,0,0,0,0,FI1D,Age80+,UNK,5525292
2020-W53,FI,80385,,,0,,0,0,0,0,0,0,0,FI1D,Age80+,NVXD,5525292
2020-W53,FI,80385,,,0,,0,0,0,0,0,0,0,FI1D,Age80+,JANSS,5525292
2020-W53,FI,80385,,,0,,0,0,0,0,0,0,0,FI1D,Age80+,COMBA.4-5,5525292
2020-W53,FI,80385,,,0,,0,0,0,0,0,0,0,FI1D,Age80+,COMBA.1,5525292
2020-W53,FI,80385,,,0,,0,0,0,0,0,0,0,FI1D,Age80+,AZ,5525292
2020-W53,FI,78863,,,0,,0,0,0,0,0,0,0,FI19,Age10_14,VLA,5525292
2020-W53,FI,78863,,,0,,0,0,0,0,0,0,0,FI19,Age10_14,UNK,5525292
2020-W53,FI,78863,,,0,,0,0,0,0,0,0,0,FI19,Age10_14,NVXD,5525292
2020-W53,FI,78863,,,0,,0,0,0,0,0,0,0,FI19,Age10_14,MOD,5525292
2020-W53,FI,78863,,,0,,0,0,0,0,0,0,0,FI19,Age10_14,JANSS,5525292
2020-W53,FI,78863,,,0,,0,0,0,0,0,0,0,FI19,Age10_14,COMBA.4-5,5525292
2020-W53,FI,78863,,,0,,0,0,0,0,0,0,0,FI19,Age10_14,COMBA.1,5525292
2020-W53,FI,78863,,,0,,0,0,0,0,0,0,0,FI19,Age10_14,COM,5525292
2020-W53,FI,78863,,,0,,0,0,0,0,0,0,0,FI19,Age10_14,AZ,5525292
2020-W53,FI,75923,,,2,,0,0,0,0,0,0,0,FI1C,Age80+,MOD,5525292
2020-W53,FI,75923,,,14,,0,0,0,0,0,0,0,FI1C,Age80+,COM,5525292
2020-W53,FI,75923,,,0,,0,0,0,0,0,0,0,FI1C,Age80+,VLA,5525292
2020-W53,FI,75923,,,0,,0,0,0,0,0,0,0,FI1C,Age80+,UNK,5525292
2020-W53,FI,75923,,,0,,0,0,0,0,0,0,0,FI1C,Age80+,NVXD,5525292
2020-W53,FI,75923,,,0,,0,0,0,0,0,0,0,FI1C,Age80+,JANSS,5525292
2020-W53,FI,75923,,,0,,0,0,0,0,0,0,0,FI1C,Age80+,COMBA.4-5,5525292
2020-W53,FI,75923,,,0,,0,0,0,0,0,0,0,FI1C,Age80+,COMBA.1,5525292
2020-W53,FI,75923,,,0,,0,0,0,0,0,0,0,FI1C,Age80+,AZ,5525292
2020-W53,FI,75618,,,0,,0,0,0,0,0,0,0,FI19,Age5_9,VLA,5525292
2020-W53,FI,75618,,,0,,0,0,0,0,0,0,0,FI19,Age5_9,UNK,5525292
2020-W53,FI,75618,,,0,,0,0,0,0,0,0,0,FI19,Age5_9,NVXD,5525292
2020-W53,FI,75618,,,0,,0,0,0,0,0,0,0,FI19,Age5_9,MOD,5525292
2020-W53,FI,75618,,,0,,0,0,0,0,0,0,0,FI19,Age5_9,JANSS,5525292
2020-W53,FI,75618,,,0,,0,0,0,0,0,0,0,FI19,Age5_9,COMBA.4-5,5525292
2020-W53,FI,75618,,,0,,0,0,0,0,0,0,0,FI19,Age5_9,COMBA.1,5525292
2020-W53,FI,75618,,,0,,0,0,0,0,0,0,0,FI19,Age5_9,COM,5525292
2020-W53,FI,75618,,,0,,0,0,0,0,0,0,0,FI19,Age5_9,AZ,5525292
2020-W53,FI,74364,,,0,,0,0,0,0,0,0,0,FI1D,Age10_14,VLA,5525292
2020-W53,FI,74364,,,0,,0,0,0,0,0,0,0,FI1D,Age10_14,UNK,5525292
2020-W53,FI,74364,,,0,,0,0,0,0,0,0,0,FI1D,Age10_14,NVXD,5525292
2020-W53,FI,74364,,,0,,0,0,0,0,0,0,0,FI1D,Age10_14,MOD,5525292
2020-W53,FI,74364,,,0,,0,0,0,0,0,0,0,FI1D,Age10_14,JANSS,5525292
2020-W53,FI,74364,,,0,,0,0,0,0,0,0,0,FI1D,Age10_14,COMBA.4-5,5525292
2020-W53,FI,74364,,,0,,0,0,0,0,0,0,0,FI1D,Age10_14,COMBA.1,5525292
2020-W53,FI,74364,,,0,,0,0,0,0,0,0,0,FI1D,Age10_14,COM,5525292
2020-W53,FI,74364,,,0,,0,0,0,0,0,0,0,FI1D,Age10_14,AZ,5525292
2020-W53,FI,714929,,,1312,,0,0,0,0,0,0,0,FI,Age50_59,COM,5525292
2020-W53,FI,714929,,,0,,0,0,0,0,0,0,0,FI,Age50_59,VLA,5525292
2020-W53,FI,714929,,,0,,0,0,0,0,0,0,0,FI,Age50_59,UNK,5525292
2020-W53,FI,714929,,,0,,0,0,0,0,0,0,0,FI,Age50_59,NVXD,5525292
2020-W53,FI,714929,,,0,,0,0,0,0,0,0,0,FI,Age50_59,MOD,5525292
2020-W53,FI,714929,,,0,,0,0,0,0,0,0,0,FI,Age50_59,JANSS,5525292
2020-W53,FI,714929,,,0,,0,0,0,0,0,0,0,FI,Age50_59,COMBA.4-5,5525292
2020-W53,FI,714929,,,0,,0,0,0,0,0,0,0,FI,Age50_59,COMBA.1,5525292
2020-W53,FI,714929,,,0,,0,0,0,0,0,0,0,FI,Age50_59,AZ,5525292
2020-W53,FI,711226,,,498,,0,0,0,0,0,0,0,FI,Age60_69,COM,5525292
2020-W53,FI,711226,,,1,,0,0,0,0,0,0,0,FI,Age60_69,UNK,5525292
2020-W53,FI,711226,,,1,,0,0,0,0,0,0,0,FI,Age60_69,AZ,5525292
2020-W53,FI,711226,,,0,,0,0,0,0,0,0,0,FI,Age60_69,VLA,5525292
2020-W53,FI,711226,,,0,,0,0,0,0,0,0,0,FI,Age60_69,NVXD,5525292
2020-W53,FI,711226,,,0,,0,0,0,0,0,0,0,FI,Age60_69,MOD,5525292
2020-W53,FI,711226,,,0,,0,0,0,0,0,0,0,FI,Age60_69,JANSS,5525292
2020-W53,FI,711226,,,0,,0,0,0,0,0,0,0,FI,Age60_69,COMBA.4-5,5525292
2020-W53,FI,711226,,,0,,0,0,0,0,0,0,0,FI,Age60_69,COMBA.1,5525292
2020-W53,FI,70906,,,0,,0,0,0,0,0,0,0,FI1D,Age5_9,VLA,5525292
2020-W53,FI,70906,,,0,,0,0,0,0,0,0,0,FI1D,Age5_9,UNK,5525292
2020-W53,FI,70906,,,0,,0,0,0,0,0,0,0,FI1D,Age5_9,NVXD,5525292
2020-W53,FI,70906,,,0,,0,0,0,0,0,0,0,FI1D,Age5_9,MOD,5525292
2020-W53,FI,70906,,,0,,0,0,0,0,0,0,0,FI1D,Age5_9,JANSS,5525292
2020-W53,FI,70906,,,0,,0,0,0,0,0,0,0,FI1D,Age5_9,COMBA.4-5,5525292
2020-W53,FI,70906,,,0,,0,0,0,0,0,0,0,FI1D,Age5_9,COMBA.1,5525292
2020-W53,FI,70906,,,0,,0,0,0,0,0,0,0,FI1D,Age5_9,COM,5525292
2020-W53,FI,70906,,,0,,0,0,0,0,0,0,0,FI1D,Age5_9,AZ,5525292
2020-W53,FI,70726,,,6,,0,0,0,0,0,0,0,FI1B,Age80+,COM,5525292
2020-W53,FI,70726,,,0,,0,0,0,0,0,0,0,FI1B,Age80+,VLA,5525292
2020-W53,FI,70726,,,0,,0,0,0,0,0,0,0,FI1B,Age80+,UNK,5525292
2020-W53,FI,70726,,,0,,0,0,0,0,0,0,0,FI1B,Age80+,NVXD,5525292
2020-W53,FI,70726,,,0,,0,0,0,0,0,0,0,FI1B,Age80+,MOD,5525292
2020-W53,FI,70726,,,0,,0,0,0,0,0,0,0,FI1B,Age80+,JANSS,5525292
2020-W53,FI,70726,,,0,,0,0,0,0,0,0,0,FI1B,Age80+,COMBA.4-5,5525292
2020-W53,FI,70726,,,0,,0,0,0,0,0,0,0,FI1B,Age80+,COMBA.1,5525292
2020-W53,FI,70726,,,0,,0,0,0,0,0,0,0,FI1B,Age80+,AZ,5525292
2020-W53,FI,619119,,,1322,,0,0,0,0,0,0,0,FI1B,Age25_49,COM,5525292
2020-W53,FI,619119,,,0,,0,0,0,0,0,0,0,FI1B,Age25_49,VLA,5525292
2020-W53,FI,619119,,,0,,0,0,0,0,0,0,0,FI1B,Age25_49,UNK,5525292
2020-W53,FI,619119,,,0,,0,0,0,0,0,0,0,FI1B,Age25_49,NVXD,5525292
2020-W53,FI,619119,,,0,,0,0,0,0,0,0,0,FI1B,Age25_49,MOD,5525292
2020-W53,FI,619119,,,0,,0,0,0,0,0,0,0,FI1B,Age25_49,JANSS,5525292
2020-W53,FI,619119,,,0,,0,0,0,0,0,0,0,FI1B,Age25_49,COMBA.4-5,5525292
2020-W53,FI,619119,,,0,,0,0,0,0,0,0,0,FI1B,Age25_49,COMBA.1,5525292
2020-W53,FI,619119,,,0,,0,0,0,0,0,0,0,FI1B,Age25_49,AZ,5525292
2020-W53,FI,60793,,,0,,0,0,0,0,0,0,0,FI1C,Age10_14,VLA,5525292
2020-W53,FI,60793,,,0,,0,0,0,0,0,0,0,FI1C,Age10_14,UNK,5525292
2020-W53,FI,60793,,,0,,0,0,0,0,0,0,0,FI1C,Age10_14,NVXD,5525292
2020-W53,FI,60793,,,0,,0,0,0,0,0,0,0,FI1C,Age10_14,MOD,5525292
2020-W53,FI,60793,,,0,,0,0,0,0,0,0,0,FI1C,Age10_14,JANSS,5525292
2020-W53,FI,60793,,,0,,0,0,0,0,0,0,0,FI1C,Age10_14,COMBA.4-5,5525292
2020-W53,FI,60793,,,0,,0,0,0,0,0,0,0,FI1C,Age10_14,COMBA.1,5525292
2020-W53,FI,60793,,,0,,0,0,0,0,0,0,0,FI1C,Age10_14,COM,5525292
2020-W53,FI,60793,,,0,,0,0,0,0,0,0,0,FI1C,Age10_14,AZ,5525292
2020-W53,FI,60603,,,0,,0,0,0,0,0,0,0,FI19,Age0_4,VLA,5525292
2020-W53,FI,60603,,,0,,0,0,0,0,0,0,0,FI19,Age0_4,UNK,5525292
2020-W53,FI,60603,,,0,,0,0,0,0,0,0,0,FI19,Age0_4,NVXD,5525292
2020-W53,FI,60603,,,0,,0,0,0,0,0,0,0,FI19,Age0_4,MOD,5525292
2020-W53,FI,60603,,,0,,0,0,0,0,0,0,0,FI19,Age0_4,JANSS,5525292
2020-W53,FI,60603,,,0,,0,0,0,0,0,0,0,FI19,Age0_4,COMBA.4-5,5525292
2020-W53,FI,60603,,,0,,0,0,0,0,0,0,0,FI19,Age0_4,COMBA.1,5525292
2020-W53,FI,60603,,,0,,0,0,0,0,0,0,0,FI19,Age0_4,COM,5525292
