DATAFLOW,LAST UPDATE,freq,unit,tra_meas,rep_airp,schedule,tra_cov,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-02,16188,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-03,26981,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-04,100004,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-05,161394,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-06,190369,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-07,212194,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-08,218046,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-09,192191,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-10,153394,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-11,14277,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2022-12,14023,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2023-01,14163,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2023-02,13312,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2023-03,26099,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2023-04,90298,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2023-05,122240,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2023-06,223780,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2023-07,283826,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGE,TOT,TOTAL,2023-08,288113,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-01,89546,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-02,90334,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-03,109037,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-04,105650,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-05,108679,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-06,110935,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-07,111480,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-08,106358,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-09,113383,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-10,109350,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-11,97879,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2019-12,102744,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-01,91122,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-02,89557,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-03,40957,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-04,361,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-05,413,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-06,1496,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-07,29643,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-08,42574,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-09,36173,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-10,24762,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-11,9180,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2020-12,20037,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-01,13244,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-02,8987,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-03,15287,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-04,15936,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-05,22318,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-06,38394,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-07,61635,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-08,73309,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-09,65984,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-10,66450,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-11,56231,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2021-12,62988,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-01,45679,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-02,47998,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-03,64574,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-04,77830,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-05,84051,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-06,83404,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-07,88386,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-08,86317,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-09,88316,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-10,90506,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-11,73153,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2022-12,78139,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2023-01,72992,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2023-02,75637,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2023-03,85559,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2023-04,85792,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2023-05,83586,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2023-06,80160,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2023-07,93280,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEGR,TOT,TOTAL,2023-08,95535,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-01,172765,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-02,178417,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-03,237948,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-04,515761,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-05,884383,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-06,1174890,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-07,1327233,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-08,1369911,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-09,1142710,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-10,707940,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-11,209110,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2019-12,203849,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-01,181402,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-02,191134,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-03,99705,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-04,2811,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-05,7634,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-06,49307,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-07,424550,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-08,572548,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-09,274341,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-10,150198,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-11,67233,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2020-12,82338,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-01,51005,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-02,37030,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-03,65781,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-04,104904,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-05,257105,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-06,515662,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-07,922523,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-08,1008963,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-09,836145,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-10,644933,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-11,194942,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2021-12,187520,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-01,144187,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-02,167604,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-03,234731,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-04,535350,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-05,854628,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-06,1149409,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-07,1339064,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-08,1356959,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-09,1132880,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-10,772286,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-11,224366,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2022-12,222443,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2023-01,199190,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2023-02,192882,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2023-03,284810,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2023-04,662824,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2023-05,968841,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2023-06,1194273,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2023-07,1432803,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEIB,TOT,TOTAL,2023-08,1434037,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-01,44304,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-02,48034,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-03,75297,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-04,102551,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-05,123256,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-06,124391,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-07,128418,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-08,132292,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-09,126088,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-10,117746,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-11,50904,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2019-12,42680,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-01,39750,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-02,40967,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-03,24554,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-04,150,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-05,8,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-06,1404,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-07,25844,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-08,31180,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-09,16897,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-10,12610,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-11,6795,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2020-12,10644,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-01,7863,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-02,6063,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-03,7605,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-04,8578,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-05,17403,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-06,31116,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-07,62458,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-08,69378,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-09,70872,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-10,75239,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-11,46472,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2021-12,30626,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-01,21005,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-02,26175,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-03,45436,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-04,78297,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-05,95270,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-06,97791,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-07,111631,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-08,121546,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-09,110987,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-10,105096,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-11,50310,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2022-12,44181,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2023-01,38450,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2023-02,39879,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2023-03,60041,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2023-04,87755,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2023-05,97719,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2023-06,96222,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2023-07,99410,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEJR,TOT,TOTAL,2023-08,98042,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LELC,TOT,TOTAL,2019-01,21541,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEMD,TOT,TOTAL,2019-01,4258631,
ESTAT:AVIA_PAOA(1.0),08/11/23 23:00:00,M,PAS,PAS_CRD,ES_LEMD,TOT,TOTAL,2019-02,4036284,
